paragraph,stemmed,tokenized,stemmed_and_tokenized
"Any calculation or adjustment of your premium will
be made using the rules rates and forms in effect
and on file if required for our use in your state",ani calcul or adjust of your premium will be made use the rule rate and form in effect and on file if requir for our use in your state,"any calculation or adjustment of your premium will 
 be make use the rule rate and form in effect 
 and on file if require for our use in your state",ani calcul or adjust of your premium will be make use the rule rate and form in effect and on file if requir for our use in your state
"You may cancel this policy by writing us the future
date you wish to stop coverage
Allstate may cancel part or all of this policy by
mailing notice to you at your last known address If
we cancel because you didn’t pay the premium the
date of cancellation will be at least 10 days after the
date of mailing If we cancel for any reason other",you may cancel this polici by write us the futur date you wish to stop coverag allstat may cancel part or all of this polici by mail notic to you at your last known address if we cancel becaus you didn't pay the premium the date of cancel will be at least 10 day after the date of mail if we cancel for ani reason other,"you may cancel this policy by write we the future 
 date you wish to stop coverage 
 Allstate may cancel part or all of this policy by 
 mailing notice to you at your last know address if 
 we cancel because you do not pay the premium the 
 date of cancellation will be at least 10 day after the 
 date of mail if we cancel for any reason other",you may cancel this polici by write we the futur date you wish to stop coverag allstat may cancel part or all of this polici by mail notic to you at your last know address if we cancel becaus you do not pay the premium the date of cancel will be at least 10 day after the date of mail if we cancel for ani reason other
"Allstate Insurance Company
than nonpayment of premium we will give you
notice as follows
1 During the first 60 days the original policy is in
effect we will give you at least 10 days notice of
cancellation",allstat insur compani than nonpay of premium we will give you notic as follow 1 dure the first 60 day the origin polici is in effect we will give you at least 10 day notic of cancel,"Allstate Insurance Company 
 than nonpayment of premium we will give you 
 notice as follow 
 1 during the first 60 day the original policy be in 
 effect we will give you at least 10 day notice of 
 cancellation",allstat insur compani than nonpay of premium we will give you notic as follow 1 dure the first 60 day the origin polici be in effect we will give you at least 10 day notic of cancel
"Proof of mailing the notice will be proof of notice A
refund if due will be proportional to the time your
policy has been in effect but cancellation will be
effective even if the refund is not made immediately",proof of mail the notic will be proof of notic a refund if due will be proport to the time your polici has been in effect but cancel will be effect even if the refund is not made immedi,"proof of mail the notice will be proof of notice a 
 refund if due will be proportional to the time your 
 policy have be in effect but cancellation will be 
 effective even if the refund be not make immediately",proof of mail the notic will be proof of notic a refund if due will be proport to the time your polici have be in effect but cancel will be effect even if the refund be not make immedi
"After your original policy has been in effect 60 days
Allstate won’t cancel your policy unless
1 you don’t pay the premium when it’s due",after your origin polici has been in effect 60 day allstat won't cancel your polici unless 1 you don't pay the premium when it due,"after your original policy have be in effect 60 day 
 Allstate will not cancel your policy unless 
 1 you do not pay the premium when it ’ due",after your origin polici have be in effect 60 day allstat will not cancel your polici unless 1 you do not pay the premium when it due
"you or any member of your household are
convicted of a crime due to acts which increase
the hazard we insure against",you or ani member of your household are convict of a crime due to act which increas the hazard we insur against,"you or any member of your household be 
 convict of a crime due to act which increase 
 the hazard we insure against",you or ani member of your household be convict of a crime due to act which increa the hazard we insur against
"An act or omission or a violation of any
condition of the policy occurs during the policy
period which substantially and materially
increases the hazard we insure against",an act or omiss or a violat of ani condit of the polici occur dure the polici period which substanti and materi increas the hazard we insur against,"an act or omission or a violation of any 
 condition of the policy occur during the policy 
 period which substantially and materially 
 increase the hazard we insure against",an act or omiss or a violat of ani condit of the polici occur dure the polici period which substanti and materi increas the hazard we insur against
"A material change in the nature or extent of the
risk occurs during the policy period which
causes the risk of loss to be substantially and
materially increased or",a materi chang in the natur or extent of the risk occur dure the polici period which caus the risk of loss to be substanti and materi increas or,"a material change in the nature or extent of the 
 risk occur during the policy period which 
 cause the risk of loss to be substantially and 
 materially increase or",a materi chang in the natur or extent of the risk occur dure the polici period which caus the risk of loss to be substanti and materi increas or
"Part 1
Automobile Liability Insurance
Bodily Injury  Coverage AA
Property Damage  Coverage
BB
Allstate will pay for damages an insured person is
legally obligated to pay because of
1 bodily injury sustained by any person and
2",part 1 automobil liabil insur bodili injuri coverag aa properti damag coverag bb allstat will pay for damag an insur person is legal oblig to pay becaus of 1 bodili injuri sustain by ani person and 2,"part 1 
 Automobile Liability Insurance 
 Bodily Injury   Coverage AA 
 Property Damage   Coverage 
 bb 
 Allstate will pay for damage an insured person be 
 legally obligate to pay because of 
 1 bodily injury sustain by any person and 
 2",part 1 automobil liabil insur bodili injuri coverag aa properti damag coverag bb allstat will pay for damag an insur person be legal oblig to pay becaus of 1 bodili injuri sustain by ani person and 2
"Under these coverages your policy protects an
insured person from liability for damages arising out
of the ownership maintenance or use loading or
unloading of an insured auto
We will defend an insured person sued for damages
which are covered by this policy even if the suit is
groundless or false We will choose the counsel
We may settle any claim or suit if we believe it is
proper We will not defend an insured person sued
for damages which are not covered by this policy",under these coverag your polici protect an insur person from liabil for damag aris out of the ownership mainten or use load or unload of an insur auto we will defend an insur person su for damag which are cover by this polici even if the suit is groundless or fals we will choos the counsel we may settl ani claim or suit if we believ it is proper we will not defend an insur person su for damag which are not cover by this polici,"under these coverage your policy protect an 
 insure person from liability for damage arise out 
 of the ownership maintenance or use loading or 
 unloading of an insured auto 
 we will defend an insured person sue for damage 
 which be cover by this policy even if the suit be 
 groundless or false we will choose the counsel 
 we may settle any claim or suit if we believe it be 
 proper we will not defend an insured person sue 
 for damage which be not cover by this policy",under these coverag your polici protect an insur person from liabil for damag aris out of the ownership mainten or use load or unload of an insur auto we will defend an insur person su for damag which be cover by this polici even if the suit be groundless or fal we will choos the counsel we may settl ani claim or suit if we believ it be proper we will not defend an insur person su for damag which be not cover by this polici
"Additional Payments Allstate Will Make
When we defend an insured person under this part
we will pay
1 up to 50 a day for loss of wages or salary if we
ask that person to attend hearings or trials to
defend against a bodily injury suit We won’t
pay for loss of other income We will pay other
reasonable expenses incurred at our request",addit payment allstat will make when we defend an insur person under this part we will pay 1 up to 50 a day for loss of wage or salari if we ask that person to attend hear or trial to defend against a bodili injuri suit we won't pay for loss of other incom we will pay other reason expens incur at our request,"additional payment Allstate will make 
 when we defend an insured person under this part 
 we will pay 
 1 up to 50 a day for loss of wage or salary if we 
 ask that person to attend hearing or trial to 
 defend against a bodily injury suit we will not 
 pay for loss of other income we will pay other 
 reasonable expense incur at our request",addit payment allstat will make when we defend an insur person under this part we will pay 1 up to 50 a day for loss of wage or salari if we ask that person to attend hear or trial to defend against a bodili injuri suit we will not pay for loss of other incom we will pay other reason expen incur at our request
"interest accruing on damages awarded We will
pay this interest only until we have paid offered
or deposited in court the amount for which we
are liable under this policy We will only pay
interest on damages not exceeding our limits of
liability",interest accru on damag award we will pay this interest onli until we have paid offer or deposit in court the amount for which we are liabl under this polici we will onli pay interest on damag not exceed our limit of liabil,"interest accrue on damage award we will 
 pay this interest only until we have pay offer 
 or deposit in court the amount for which we 
 be liable under this policy we will only pay 
 interest on damage not exceed our limit of 
 liability",interest accru on damag award we will pay this interest onli until we have pay offer or deposit in court the amount for which we be liabl under this polici we will onli pay interest on damag not exceed our limit of liabil
"If we don’t intend to continue the policy beyond the
current policy period we will mail you notice at least
30 days before the end of the policy period
4",if we don't intend to continu the polici beyond the current polici period we will mail you notic at least 30 day befor the end of the polici period 4,"if we do not intend to continue the policy beyond the 
 current policy period we will mail you notice at least 
 30 day before the end of the policy period 
 4",if we do not intend to continu the polici beyond the current polici period we will mail you notic at least 30 day befor the end of the polici period 4
"premiums on appeal bonds and on bonds to
release attachments but not in excess of our
limit of liability We aren’t required to apply for
or furnish these bonds",premium on appeal bond and on bond to releas attach but not in excess of our limit of liabil we aren't requir to appli for or furnish these bond,"premium on appeal bond and on bond to 
 release attachment but not in excess of our 
 limit of liability we be not require to apply for 
 or furnish these bond",premium on appeal bond and on bond to releas attach but not in excess of our limit of liabil we be not requir to appli for or furnish these bond
"We will repay an insured person for
1 the cost of any bail bonds required due to an
accident or traffic law violation involving the use
of the insured auto We won’t pay more than
300 per bond We aren’t required to apply for
or furnish these bonds",we will repay an insur person for 1 the cost of ani bail bond requir due to an accid or traffic law violat involv the use of the insur auto we won't pay more than 300 per bond we aren't requir to appli for or furnish these bond,"we will repay an insured person for 
 1 the cost of any bail bond require due to an 
 accident or traffic law violation involve the use 
 of the insure auto we will not pay more than 
 300 per bond we be not require to apply for 
 or furnish these bond",we will repay an insur person for 1 the cost of ani bail bond requir due to an accid or traffic law violat involv the use of the insur auto we will not pay more than 300 per bond we be not requir to appli for or furnish these bond
"any expense incurred for first aid to others at the
time of an auto accident involving the insured
auto",ani expens incur for first aid to other at the time of an auto accid involv the insur auto,"any expense incur for first aid to other at the 
 time of an auto accident involve the insure 
 auto",ani expen incur for first aid to other at the time of an auto accid involv the insur auto
"Allstate We Us or Our  means the
Allstate Insurance Company or Allstate
Indemnity Company as shown on the Policy
Declarations",allstat we us or our mean the allstat insur compani or allstat indemn compani as shown on the polici declar,"allstate we Us or our   mean the 
 Allstate Insurance Company or Allstate 
 Indemnity Company as show on the policy 
 declaration",allstat we we or our mean the allstat insur compani or allstat indemn compani as show on the polici declar
"Resident  means a person who physically
resides in your household with the intention of
continuing residence there Your unmarried
dependent children while temporarily away from
home will be considered residents if they intend
to resume residing in your household",resid mean a person who physic resid in your household with the intent of continu resid there your unmarri depend children while temporarili away from home will be consid resid if they intend to resum resid in your household,"Resident   mean a person who physically 
 reside in your household with the intention of 
 continue residence there your unmarried 
 dependent child while temporarily away from 
 home will be consider resident if they intend 
 to resume reside in your household",resid mean a person who physic resid in your household with the intent of continu resid there your unmarri depend child while temporarili away from home will be consid resid if they intend to resum resid in your household
"Utility Auto  means an auto of the pickup
body sedan delivery or panel truck type This
auto must have a rated load capacity of not more
than 2000 pounds",util auto mean an auto of the pickup bodi sedan deliveri or panel truck type this auto must have a rate load capac of not more than 2000 pound,"Utility Auto   mean an auto of the pickup 
 body sedan delivery or panel truck type this 
 auto must have a rate load capacity of not more 
 than 2000 pound",util auto mean an auto of the pickup bodi sedan deliveri or panel truck type this auto must have a rate load capac of not more than 2000 pound
"You or Your  means the policyholder
named on the Policy Declarations and that
policyholder’s resident spouse",you or your mean the policyhold name on the polici declar and that policyhold resid spous,"you or your   mean the policyholder 
 name on the Policy Declarations and that 
 policyholder ’s resident spouse",you or your mean the policyhold name on the polici declar and that policyhold resid spous
"While using your insured auto
a you
b any resident and
c any other person using it with your
permission",while use your insur auto a you b ani resid and c ani other person use it with your permiss,"while use your insure auto 
 a you 
 b any resident and 
 c any other person use it with your 
 permission",while use your insur auto a you b ani resid and c ani other person use it with your permiss
"While using a nonowned auto
a you
b any resident relative using a four wheel
private passenger auto or utility auto",while use a nonown auto a you b ani resid relat use a four wheel privat passeng auto or util auto,"while use a nonowne auto 
 a you 
 b any resident relative use a four wheel 
 private passenger auto or utility auto",while use a nonown auto a you b ani resid relat use a four wheel privat passeng auto or util auto
"Any other person or organization liable for the
use of an insured auto if the auto is not owned
or hired by this person or organization provided
the use is by an insured person under 1 or 2
above",ani other person or organ liabl for the use of an insur auto if the auto is not own or hire by this person or organ provid the use is by an insur person under 1 or 2 abov,"any other person or organization liable for the 
 use of an insured auto if the auto be not own 
 or hire by this person or organization provide 
 the use be by an insured person under 1 or 2 
 above",ani other person or organ liabl for the use of an insur auto if the auto be not own or hire by this person or organ provid the use be by an insur person under 1 or 2 abov
"Any auto described on the Policy Declarations
This includes the four wheel private passenger
auto or utility auto you replace it with
An additional four wheel private passenger auto
or utility auto you become the owner of during
the policy period This auto will be covered if we
insure all other private passenger autos or utility
autos you own You must however tell us
within 60 days of acquiring the auto You must
pay any additional premium
A substitute four wheel private passenger auto
or utility auto not owned by you or a resident
being temporarily used while your insured auto
is being serviced or repaired or if your insured
auto is stolen or destroyed",ani auto describ on the polici declar this includ the four wheel privat passeng auto or util auto you replac it with an addit four wheel privat passeng auto or util auto you becom the owner of dure the polici period this auto will be cover if we insur all other privat passeng auto or util auto you own you must howev tell us within 60 day of acquir the auto you must pay ani addit premium a substitut four wheel privat passeng auto or util auto not own by you or a resid be temporarili use while your insur auto is be servic or repair or if your insur auto is stolen or destroy,"any auto describe on the Policy Declarations 
 this include the four wheel private passenger 
 auto or utility auto you replace it with 
 an additional four wheel private passenger auto 
 or utility auto you become the owner of during 
 the policy period this auto will be cover if we 
 insure all other private passenger auto or utility 
 auto you own you must however tell we 
 within 60 day of acquire the auto you must 
 pay any additional premium 
 a substitute four wheel private passenger auto 
 or utility auto not own by you or a resident 
 be temporarily use while your insure auto 
 be be service or repair or if your insure 
 auto be steal or destroy",ani auto describ on the polici declar this includ the four wheel privat passeng auto or util auto you replac it with an addit four wheel privat passeng auto or util auto you becom the owner of dure the polici period this auto will be cover if we insur all other privat passeng auto or util auto you own you must howev tell we within 60 day of acquir the auto you must pay ani addit premium a substitut four wheel privat passeng auto or util auto not own by you or a resid be temporarili use while your insur auto be be servic or repair or if your insur auto be steal or destroy
"A nonowned auto used by you or a resident
relative with the owner’s permission This auto
must not be available or furnished for the regular
use of an insured person",a nonown auto use by you or a resid relat with the owner permiss this auto must not be avail or furnish for the regular use of an insur person,"a nonowne auto use by you or a resident 
 relative with the owner ’s permission this auto 
 must not be available or furnish for the regular 
 use of an insured person",a nonown auto use by you or a resid relat with the owner permiss this auto must not be avail or furnish for the regular use of an insur person
"A trailer while attached to an insured auto The
trailer must be designed for use with a private
passenger auto or utility auto This trailer can’t
be used for business purposes with other than a
private passenger auto or utility auto",a trailer while attach to an insur auto the trailer must be design for use with a privat passeng auto or util auto this trailer can't be use for busi purpos with other than a privat passeng auto or util auto,"a trailer while attach to an insure auto the 
 trailer must be design for use with a private 
 passenger auto or utility auto this trailer can not 
 be use for business purpose with other than a 
 private passenger auto or utility auto",a trailer while attach to an insur auto the trailer must be design for use with a privat passeng auto or util auto this trailer can not be use for busi purpos with other than a privat passeng auto or util auto
