paragraph,stemmed,tokenized,stemmed_and_tokenized
"In order for us to cancel the rights of any secured lender shown on the
Coverage Selections Page a notice of cancellation must be sent to the
secured lender as provided in this policy
14 No Benefits
To Anyone In
The Auto Business",in order for us to cancel the right of ani secur lender shown on the coverag select page a notic of cancel must be sent to the secur lender as provid in this polici 14 no benefit to anyon in the auto busi,"in order for we to cancel the right of any secured lender show on the 
 Coverage Selections Page a notice of cancellation must be send to the 
 secured lender as provide in this policy 
 14 no benefit 
 to anyone in 
 the Auto Business",in order for we to cancel the right of ani secur lender show on the coverag select page a notic of cancel must be send to the secur lender as provid in this polici 14 no benefit to anyon in the auto busi
"Coverage under Collision Limited Collision and Comprehensive
Parts 7 8 and 9 shall not in any way benefit any person or organization having possession of your auto for the purpose of servicing
repairing parking storing or transporting it or for any similar purpose",coverag under collis limit collis and comprehens part 7 8 and 9 shall not in ani way benefit ani person or organ have possess of your auto for the purpos of servic repair park store or transport it or for ani similar purpos,"coverage under Collision Limited Collision and Comprehensive 
 Parts 7 8 and 9 shall not in any way benefit any person or organization have possession of your auto for the purpose of service 
 repair parking store or transport it or for any similar purpose",coverag under colli limit colli and comprehen part 7 8 and 9 shall not in ani way benefit ani person or organ have possess of your auto for the purpos of servic repair park store or transport it or for ani similar purpo
"Two or more autos may be insured under this policy There may be
different limits for each auto If so when someone covered under
this policy is injured while a pedestrian or is using an auto other than
your auto at the time of the accident the most we will pay under any
applicable Part is the highest limit shown for that Part for any one auto on
your Coverage Selections Page",two or more auto may be insur under this polici there may be differ limit for each auto if so when someon cover under this polici is injur while a pedestrian or is use an auto other than your auto at the time of the accid the most we will pay under ani applic part is the highest limit shown for that part for ani one auto on your coverag select page,"two or more auto may be insure under this policy there may be 
 different limit for each auto if so when someone cover under 
 this policy be injure while a pedestrian or be use an auto other than 
 your auto at the time of the accident the most we will pay under any 
 applicable part be the high limit show for that part for any one auto on 
 your Coverage Selections Page",two or more auto may be insur under this polici there may be differ limit for each auto if so when someon cover under this polici be injur while a pedestrian or be use an auto other than your auto at the time of the accid the most we will pay under ani applic part be the high limit show for that part for ani one auto on your coverag select page
"When a trailer is attached to an auto we consider the auto and trailer
together to be one auto in applying the limits shown on the Coverage
Selections Page under Bodily Injury To Others Damage To Someone
Else’s Property and Optional Bodily Injury To Others Parts 1 4 and 5",when a trailer is attach to an auto we consid the auto and trailer togeth to be one auto in appli the limit shown on the coverag select page under bodili injuri to other damag to someon els properti and option bodili injuri to other part 1 4 and 5,"when a trailer be attach to an auto we consider the auto and trailer 
 together to be one auto in apply the limit show on the Coverage 
 Selections Page under Bodily Injury to other damage to someone 
 Else ’s Property and Optional Bodily Injury to Others Parts 1 4 and 5",when a trailer be attach to an auto we consid the auto and trailer togeth to be one auto in appli the limit show on the coverag select page under bodili injuri to other damag to someon els properti and option bodili injuri to other part 1 4 and 5
"The premium we will charge for any extension or renewal of this
policy will be in accordance with our rates and rules in effect at the
time of the effective date of the extension or renewal",the premium we will charg for ani extens or renew of this polici will be in accord with our rate and rule in effect at the time of the effect date of the extens or renew,"the premium we will charge for any extension or renewal of this 
 policy will be in accordance with our rate and rule in effect at the 
 time of the effective date of the extension or renewal",the premium we will charg for ani exten or renew of this polici will be in accord with our rate and rule in effect at the time of the effect date of the exten or renew
"leading or incomplete information in any application or policy change
request and if such false deceptive misleading or incomplete information
increases our risk of loss we may refuse to pay claims under any or all of
the Optional Insurance Parts of this policy Such information includes the
description and the place of garaging of the vehicles to be insured the
names of all household members and customary operators required to
be listed and the answers given for all listed operators We may also limit
our payments to those amounts that we are required to sell under Part 3
and Part 4 of this policy",lead or incomplet inform in ani applic or polici chang request and if such fals decept mislead or incomplet inform increas our risk of loss we may refus to pay claim under ani or all of the option insur part of this polici such inform includ the descript and the place of garag of the vehicl to be insur the name of all household member and customari oper requir to be list and the answer given for all list oper we may also limit our payment to those amount that we are requir to sell under part 3 and part 4 of this polici,"lead or incomplete information in any application or policy change 
 request and if such false deceptive misleading or incomplete information 
 increase our risk of loss we may refuse to pay claim under any or all of 
 the Optional Insurance Parts of this policy such information include the 
 description and the place of garaging of the vehicle to be insure the 
 name of all household member and customary operator require to 
 be list and the answer give for all list operator we may also limit 
 our payment to those amount that we be require to sell under Part 3 
 and part 4 of this policy",lead or incomplet inform in ani applic or polici chang request and if such fal decept mislead or incomplet inform increa our risk of loss we may refus to pay claim under ani or all of the option insur part of this polici such inform includ the descript and the place of garag of the vehicl to be insur the name of all household member and customari oper requir to be list and the answer give for all list oper we may also limit our payment to those amount that we be requir to sell under part 3 and part 4 of this polici
"If the information contained in your application changes before this
policy expires we have the right to adjust your premium to reflect such
changes",if the inform contain in your applic chang befor this polici expir we have the right to adjust your premium to reflect such chang,"if the information contain in your application change before this 
 policy expire we have the right to adjust your premium to reflect such 
 change",if the inform contain in your applic chang befor this polici expir we have the right to adjust your premium to reflect such chang
"Massachusetts law requires that we inspect certain motor vehicles
before providing coverage for Collision Limited Collision or Comprehensive Parts 7 8 or 9 In some cases we may defer the required
inspection of your auto for seven calendar days not including legal
holidays following the effective date of coverage
If you do not have your auto inspected within the time allowed coverage
for that auto will be automatically suspended Your premium will be
adjusted if the suspension lasts for more than ten days",massachusett law requir that we inspect certain motor vehicl befor provid coverag for collis limit collis or comprehens part 7 8 or 9 in some case we may defer the requir inspect of your auto for seven calendar day not includ legal holiday follow the effect date of coverag if you do not have your auto inspect within the time allow coverag for that auto will be automat suspend your premium will be adjust if the suspens last for more than ten day,"Massachusetts law require that we inspect certain motor vehicle 
 before provide coverage for Collision Limited Collision or Comprehensive Parts 7 8 or 9 in some case we may defer the require 
 inspection of your auto for seven calendar day not include legal 
 holiday follow the effective date of coverage 
 if you do not have your auto inspect within the time allow coverage 
 for that auto will be automatically suspend your premium will be 
 adjust if the suspension last for more than ten day",massachusett law requir that we inspect certain motor vehicl befor provid coverag for colli limit colli or comprehen part 7 8 or 9 in some case we may defer the requir inspect of your auto for seven calendar day not includ legal holiday follow the effect date of coverag if you do not have your auto inspect within the time allow coverag for that auto will be automat suspend your premium will be adjust if the suspen last for more than ten day
"Cancellation of this policy is something you should ordinarily have no
reason to worry about
You can cancel any of the Optional Insurance Parts at any time by giving
us or your agent at least twenty days written notice Because all of the
Compulsory Insurance Parts are required you cannot cancel any of them
separately You can of course cancel all of the Compulsory Insurance
Parts by giving us or your agent at least twenty days written notice
We can cancel all of any part of this policy including your Compulsory
Insurance if
1 You have not paid your premium on this policy
2 We find that you were responsible for fraud or material misrepresentation when you applied for this policy or any extension or renewal of it
3 Your driver’s license or auto registration has been under suspension or
revocation during the policy period
We can cancel Collision Part 7 and Comprehensive Part 9 on a vehicle
1 customarily driven by or owned by persons who have within the last five
years been convicted of vehicular homicide auto related fraud or auto
theft or
2 customarily driven by or owned by persons who have within the last five
years made an intentional and material misrepresentation in making claim
under those coverages or
3 customarily driven or owned by persons who have within the last three
years been convicted of any category of driving under the influence of
alcohol or drugs or
4 for which a salvage title has been issued by the Registrar of Motor
Vehicles unless a new certificate of title has been issued in accordance
with Massachusetts law or
5 designated as a “hightheft vehicle” which does not have at least a
minimum antitheft or auto recovery device as prescribed by the
Commissioner of Insurance
We may likewise cancel
1 Collision Part 7 on a vehicle customarily driven by or owned by
persons who within three years preceding the effective date of this policy
have been involved in four or more atfault auto accidents An",cancel of this polici is someth you should ordinarili have no reason to worri about you can cancel ani of the option insur part at ani time by give us or your agent at least twenti day written notic becaus all of the compulsori insur part are requir you cannot cancel ani of them separ you can of cours cancel all of the compulsori insur part by give us or your agent at least twenti day written notic we can cancel all of ani part of this polici includ your compulsori insur if 1 you have not paid your premium on this polici 2 we find that you were respons for fraud or materi misrepresent when you appli for this polici or ani extens or renew of it 3 your driver licens or auto registr has been under suspens or revoc dure the polici period we can cancel collis part 7 and comprehens part 9 on a vehicl 1 customarili driven by or own by person who have within the last five year been convict of vehicular homicid auto relat fraud or auto theft or 2 customarili driven by or own by person who have within the last five year made an intent and materi misrepresent in make claim under those coverag or 3 customarili driven or own by person who have within the last three year been convict of ani categori of drive under the influenc of alcohol or drug or 4 for which a salvag titl has been issu by the registrar of motor vehicl unless a new certif of titl has been issu in accord with massachusett law or 5 design as a “hightheft vehicle” which doe not have at least a minimum antitheft or auto recoveri devic as prescrib by the commission of insur we may likewis cancel 1 collis part 7 on a vehicl customarili driven by or own by person who within three year preced the effect date of this polici have been involv in four or more atfault auto accid an,"cancellation of this policy be something you should ordinarily have no 
 reason to worry about 
 you can cancel any of the Optional Insurance Parts at any time by give 
 we or your agent at least twenty day write notice because all of the 
 Compulsory Insurance Parts be require you can not cancel any of they 
 separately you can of course cancel all of the Compulsory Insurance 
 Parts by give we or your agent at least twenty day write notice 
 we can cancel all of any part of this policy include your Compulsory 
 Insurance if 
 1 you have not pay your premium on this policy 
 2 we find that you be responsible for fraud or material misrepresentation when you apply for this policy or any extension or renewal of it 
 3 your driver ’s license or auto registration have be under suspension or 
 revocation during the policy period 
 we can cancel Collision Part 7 and Comprehensive Part 9 on a vehicle 
 1 customarily drive by or own by person who have within the last five 
 year be convict of vehicular homicide auto relate fraud or auto 
 theft or 
 2 customarily drive by or own by person who have within the last five 
 year make an intentional and material misrepresentation in make claim 
 under those coverage or 
 3 customarily drive or own by person who have within the last three 
 year be convict of any category of drive under the influence of 
 alcohol or drug or 
 4 for which a salvage title have be issue by the Registrar of Motor 
 Vehicles unless a new certificate of title have be issue in accordance 
 with Massachusetts law or 
 5 designate as a "" hightheft vehicle "" which do not have at least a 
 minimum antitheft or auto recovery device as prescribe by the 
 Commissioner of Insurance 
 we may likewise cancel 
 1 Collision Part 7 on a vehicle customarily drive by or own by 
 person who within three year precede the effective date of this policy 
 have be involve in four or more atfault auto accident an","cancel of this polici be someth you should ordinarili have no reason to worri about you can cancel ani of the option insur part at ani time by give we or your agent at least twenti day write notic becaus all of the compulsori insur part be requir you can not cancel ani of they separ you can of cour cancel all of the compulsori insur part by give we or your agent at least twenti day write notic we can cancel all of ani part of this polici includ your compulsori insur if 1 you have not pay your premium on this polici 2 we find that you be respon for fraud or materi misrepresent when you appli for this polici or ani exten or renew of it 3 your driver licen or auto registr have be under suspen or revoc dure the polici period we can cancel colli part 7 and comprehen part 9 on a vehicl 1 customarili drive by or own by person who have within the last five year be convict of vehicular homicid auto relat fraud or auto theft or 2 customarili drive by or own by person who have within the last five year make an intent and materi misrepresent in make claim under those coverag or 3 customarili drive or own by person who have within the last three year be convict of ani categori of drive under the influenc of alcohol or drug or 4 for which a salvag titl have be issu by the registrar of motor vehicl unless a new certif of titl have be issu in accord with massachusett law or 5 design as a "" hightheft vehicle "" which doe not have at least a minimum antitheft or auto recoveri devic as prescrib by the commission of insur we may likewis cancel 1 colli part 7 on a vehicl customarili drive by or own by person who within three year prece the effect date of this polici have be involv in four or more atfault auto accid an"
"atfault is one in which you or any person who customarily drives your
auto was more than 50 at fault and

2 Comprehensive Part 9 on a vehicle customarily driven by or
owned by persons who have two or more total auto theft or fire
insurance claims within the three years immediately preceding the
effective date of this policy
If the driver’s license or auto registration of anyone residing in your
household who usually operates your auto has been under suspension or revocation during the policy period we may suspend
coverage for that person under any of the Optional Insurance Parts of
the policy We may also reduce the limits available for that person
under Bodily Injury Caused By An Uninsured Auto Part 3 Damage
To Someone Else’s Property Part 4 to the minimum limits we are
required to sell
We can cancel Towing And Labor Part 11 for reasons other than
those listed above if we do so within the first 90 days of the policy
period We can cancel in the same manner coverage limits which are
higher than the limits we are required by law to sell you and any
coverages designed to reduce the deductibles set by law
Automatic
Termination",atfault is one in which you or ani person who customarili drive your auto was more than 50 at fault and 2 comprehens part 9 on a vehicl customarili driven by or own by person who have two or more total auto theft or fire insur claim within the three year immedi preced the effect date of this polici if the driver licens or auto registr of anyon resid in your household who usual oper your auto has been under suspens or revoc dure the polici period we may suspend coverag for that person under ani of the option insur part of the polici we may also reduc the limit avail for that person under bodili injuri caus by an uninsur auto part 3 damag to someon els properti part 4 to the minimum limit we are requir to sell we can cancel tow and labor part 11 for reason other than those list abov if we do so within the first 90 day of the polici period we can cancel in the same manner coverag limit which are higher than the limit we are requir by law to sell you and ani coverag design to reduc the deduct set by law automat termin,"atfault be one in which you or any person who customarily drive your 
 auto be more than 50 at fault and 

 2 Comprehensive Part 9 on a vehicle customarily drive by or 
 own by person who have two or more total auto theft or fire 
 insurance claim within the three year immediately precede the 
 effective date of this policy 
 if the driver ’s license or auto registration of anyone reside in your 
 household who usually operate your auto have be under suspension or revocation during the policy period we may suspend 
 coverage for that person under any of the Optional Insurance Parts of 
 the policy we may also reduce the limit available for that person 
 under Bodily Injury cause by an Uninsured Auto Part 3 damage 
 to someone Else ’s Property part 4 to the minimum limit we be 
 require to sell 
 we can cancel Towing and Labor Part 11 for reason other than 
 those list above if we do so within the first 90 day of the policy 
 period we can cancel in the same manner coverage limit which be 
 high than the limit we be require by law to sell you and any 
 coverage design to reduce the deductible set by law 
 automatic 
 termination",atfault be one in which you or ani person who customarili drive your auto be more than 50 at fault and 2 comprehen part 9 on a vehicl customarili drive by or own by person who have two or more total auto theft or fire insur claim within the three year immedi prece the effect date of this polici if the driver licen or auto registr of anyon resid in your household who usual oper your auto have be under suspen or revoc dure the polici period we may suspend coverag for that person under ani of the option insur part of the polici we may also reduc the limit avail for that person under bodili injuri caus by an uninsur auto part 3 damag to someon els properti part 4 to the minimum limit we be requir to sell we can cancel tow and labor part 11 for reason other than those list abov if we do so within the first 90 day of the polici period we can cancel in the same manner coverag limit which be high than the limit we be requir by law to sell you and ani coverag design to reduc the deduct set by law automat termin
"Massachusetts law provides that your policy automatically terminates and a Notice of Cancellation will not be sent to you when
1 You return the registration plates for your auto to the Registry of
Motor Vehicles
2 You purchase a new policy with another company covering your
auto and a new Certificate of Insurance is filed with the Registry of
Motor Vehicles
3 You transfer title to your auto and you do not register another
auto In this case the policy will terminate 30 days from the date of
transfer of title
However if more than one auto is described on the Coverage
Selections Page the termination of coverage applies only to the auto
involved in any of the situations described above",massachusett law provid that your polici automat termin and a notic of cancel will not be sent to you when 1 you return the registr plate for your auto to the registri of motor vehicl 2 you purchas a new polici with anoth compani cover your auto and a new certif of insur is file with the registri of motor vehicl 3 you transfer titl to your auto and you do not regist anoth auto in this case the polici will termin 30 day from the date of transfer of titl howev if more than one auto is describ on the coverag select page the termin of coverag appli onli to the auto involv in ani of the situat describ abov,"Massachusetts law provide that your policy automatically terminate and a Notice of Cancellation will not be send to you when 
 1 you return the registration plate for your auto to the Registry of 
 Motor Vehicles 
 2 you purchase a new policy with another company cover your 
 auto and a new Certificate of Insurance be file with the Registry of 
 Motor Vehicles 
 3 you transfer title to your auto and you do not register another 
 auto in this case the policy will terminate 30 day from the date of 
 transfer of title 
 however if more than one auto be describe on the Coverage 
 Selections Page the termination of coverage apply only to the auto 
 involve in any of the situation describe above",massachusett law provid that your polici automat termin and a notic of cancel will not be send to you when 1 you return the registr plate for your auto to the registri of motor vehicl 2 you purcha a new polici with anoth compani cover your auto and a new certif of insur be file with the registri of motor vehicl 3 you transfer titl to your auto and you do not regist anoth auto in this case the polici will termin 30 day from the date of transfer of titl howev if more than one auto be describ on the coverag select page the termin of coverag appli onli to the auto involv in ani of the situat describ abov
"Any notice of cancellation will be sent to you at your last address
shown on the Coverage Selections Page at least 20 days prior to the",ani notic of cancel will be sent to you at your last address shown on the coverag select page at least 20 day prior to the,"any notice of cancellation will be send to you at your last address 
 show on the Coverage Selections Page at least 20 day prior to the",ani notic of cancel will be send to you at your last address show on the coverag select page at least 20 day prior to the
"effective date A notice sent by regular mail for which a certificate of
mailing receipt has been obtained from the United States Postal
Service will be considered sufficient notice
In order for us to cancel the rights of any secured lender shown on the
Coverage Selections Page a notice of cancellation must also be sent
to the secured lender in a similar manner
If we cancel this policy in its entirety the cancellation is not effective
unless we send the required notice to the Registry of Motor Vehicles
If we cancel the amount of your refund will be determined by a pro
rata table based on the number of days the policy was in effect
If the policy is cancelled by you or by law you will get a refund which
is less than proportional to the time involved It will be based instead
on a “short rate” table which compensates us for our expenses in
servicing your policy
No refund of premium will be sent to you upon cancellation of the
policy until we receive a receipt showing that the registration plates
assigned to the insured motor vehicle have been returned to the
Registry of Motor Vehicles or other document showing that you have
replaced the insurance required by law
If you think that we have cancelled your policy illegally you can
appeal to the Board of Appeals on Motor Vehicle Liability Policies and
Bonds Your cancellation notice will explain how to appeal
Renewal",effect date a notic sent by regular mail for which a certif of mail receipt has been obtain from the unit state postal servic will be consid suffici notic in order for us to cancel the right of ani secur lender shown on the coverag select page a notic of cancel must also be sent to the secur lender in a similar manner if we cancel this polici in it entireti the cancel is not effect unless we send the requir notic to the registri of motor vehicl if we cancel the amount of your refund will be determin by a pro rata tabl base on the number of day the polici was in effect if the polici is cancel by you or by law you will get a refund which is less than proport to the time involv it will be base instead on a “short rate” tabl which compens us for our expens in servic your polici no refund of premium will be sent to you upon cancel of the polici until we receiv a receipt show that the registr plate assign to the insur motor vehicl have been return to the registri of motor vehicl or other document show that you have replac the insur requir by law if you think that we have cancel your polici illeg you can appeal to the board of appeal on motor vehicl liabil polici and bond your cancel notic will explain how to appeal renew,"effective date a notice send by regular mail for which a certificate of 
 mail receipt have be obtain from the United States Postal 
 Service will be consider sufficient notice 
 in order for we to cancel the right of any secured lender show on the 
 Coverage Selections Page a notice of cancellation must also be send 
 to the secured lender in a similar manner 
 if we cancel this policy in its entirety the cancellation be not effective 
 unless we send the require notice to the Registry of Motor Vehicles 
 if we cancel the amount of your refund will be determine by a pro 
 rata table base on the number of day the policy be in effect 
 if the policy be cancel by you or by law you will get a refund which 
 be less than proportional to the time involve it will be base instead 
 on a "" short rate "" table which compensate we for our expense in 
 service your policy 
 no refund of premium will be send to you upon cancellation of the 
 policy until we receive a receipt show that the registration plate 
 assign to the insure motor vehicle have be return to the 
 Registry of Motor Vehicles or other document show that you have 
 replace the insurance require by law 
 if you think that we have cancel your policy illegally you can 
 appeal to the Board of Appeals on Motor Vehicle Liability Policies and 
 Bonds your cancellation notice will explain how to appeal 
 Renewal","effect date a notic send by regular mail for which a certif of mail receipt have be obtain from the unit state postal servic will be consid suffici notic in order for we to cancel the right of ani secur lender show on the coverag select page a notic of cancel must also be send to the secur lender in a similar manner if we cancel this polici in it entireti the cancel be not effect unless we send the requir notic to the registri of motor vehicl if we cancel the amount of your refund will be determin by a pro rata tabl base on the number of day the polici be in effect if the polici be cancel by you or by law you will get a refund which be less than proport to the time involv it will be base instead on a "" short rate "" tabl which compen we for our expen in servic your polici no refund of premium will be send to you upon cancel of the polici until we receiv a receipt show that the registr plate assign to the insur motor vehicl have be return to the registri of motor vehicl or other document show that you have replac the insur requir by law if you think that we have cancel your polici illeg you can appeal to the board of appeal on motor vehicl liabil polici and bond your cancel notic will explain how to appeal renew"
"If we decide not to renew this policy or any of its Parts we must mail
our notice to your agent or to you at your last address shown on the
Coverage Selections Page at least 45 days before your policy runs
out A notice sent by regular mail for which a certificate of mailing
receipt has been obtained from the United States Postal Service will
be considered sufficient notice If we require a renewal application
and you fail to complete and return it to us within the specified time
we then have the right to cancel the renewal policy",if we decid not to renew this polici or ani of it part we must mail our notic to your agent or to you at your last address shown on the coverag select page at least 45 day befor your polici run out a notic sent by regular mail for which a certif of mail receipt has been obtain from the unit state postal servic will be consid suffici notic if we requir a renew applic and you fail to complet and return it to us within the specifi time we then have the right to cancel the renew polici,"if we decide not to renew this policy or any of its part we must mail 
 our notice to your agent or to you at your last address show on the 
 Coverage Selections Page at least 45 day before your policy run 
 out a notice send by regular mail for which a certificate of mail 
 receipt have be obtain from the United States Postal Service will 
 be consider sufficient notice if we require a renewal application 
 and you fail to complete and return it to we within the specify time 
 we then have the right to cancel the renewal policy",if we decid not to renew this polici or ani of it part we must mail our notic to your agent or to you at your last address show on the coverag select page at least 45 day befor your polici run out a notic send by regular mail for which a certif of mail receipt have be obtain from the unit state postal servic will be consid suffici notic if we requir a renew applic and you fail to complet and return it to we within the specifi time we then have the right to cancel the renew polici
"When There is
An Accident Or Loss
Call an ambulance or the police and of course cooperate with
them Do whatever is reasonable to protect the automobile from
further damage or loss We will pay for any reasonable expenses incurred
in doing this",when there is an accid or loss call an ambul or the polic and of cours cooper with them do whatev is reason to protect the automobil from further damag or loss we will pay for ani reason expens incur in do this,"when there be 
 an Accident or Loss 
 call an ambulance or the police and of course cooperate with 
 they do whatever be reasonable to protect the automobile from 
 further damage or loss we will pay for any reasonable expense incur 
 in do this",when there be an accid or loss call an ambul or the polic and of cours cooper with they do whatev be reason to protect the automobil from far damag or loss we will pay for ani reason expen incur in do this
"Second
Under Massachusetts law notice to the local or state police and the
Notify The Police Registry of Motor Vehicles is required within 5 days if there is
Registry Or Fire anyone injured in an accident no matter how slight the injury or if
Department
there is reason to believe that there has been over 1000 in total property
damage
Within 24 hours notify both the police and us if your auto is stolen or if
you have been involved in a hitandrun accident You must report a fire
loss to the fire department The notice to the police or the fire department
must be on the form required by law
Third
File The Claim
With Us",second under massachusett law notic to the local or state polic and the notifi the polic registri of motor vehicl is requir within 5 day if there is registri or fire anyon injur in an accid no matter how slight the injuri or if depart there is reason to believ that there has been over 1000 in total properti damag within 24 hour notifi both the polic and us if your auto is stolen or if you have been involv in a hitandrun accid you must report a fire loss to the fire depart the notic to the polic or the fire depart must be on the form requir by law third file the claim with us,"second 
 under Massachusetts law notice to the local or state police and the 
 Notify the Police Registry of Motor Vehicles be require within 5 day if there be 
 Registry or Fire anyone injure in an accident no matter how slight the injury or if 
 Department 
 there be reason to believe that there have be over 1000 in total property 
 damage 
 within 24 hour notify both the police and we if your auto be steal or if 
 you have be involve in a hitandrun accident you must report a fire 
 loss to the fire department the notice to the police or the fire department 
 must be on the form require by law 
 third 
 File the claim 
 with we",second under massachusett law notic to the local or state polic and the notifi the polic registri of motor vehicl be requir within 5 day if there be registri or fire anyon injur in an accid no matter how slight the injuri or if depart there be reason to believ that there have be over 1000 in total properti damag within 24 hour notifi both the polic and we if your auto be steal or if you have be involv in a hitandrun accid you must report a fire loss to the fire depart the notic to the polic or the fire depart must be on the form requir by law third file the claim with we
"We do not know about accidents or losses until you or someone
else notifies us We or our agent must be notified promptly of the
accident or loss by you or someone on your behalf The notification
should include as many details as possible including names and
addresses of drivers injured persons and witnesses If you or any person
seeking payment under this policy fail to notify us promptly of any accident
or claim under Parts 2 3 6 or 12 of this policy we may not be required to
pay claims under any of these parts
If you are filing a claim for damage to your auto you or someone on your
behalf must file a proof of loss within 91 days after the accident",we do not know about accid or loss until you or someon els notifi us we or our agent must be notifi prompt of the accid or loss by you or someon on your behalf the notif should includ as mani detail as possibl includ name and address of driver injur person and wit if you or ani person seek payment under this polici fail to notifi us prompt of ani accid or claim under part 2 3 6 or 12 of this polici we may not be requir to pay claim under ani of these part if you are file a claim for damag to your auto you or someon on your behalf must file a proof of loss within 91 day after the accid,"we do not know about accident or loss until you or someone 
 else notify we we or our agent must be notify promptly of the 
 accident or loss by you or someone on your behalf the notification 
 should include as many detail as possible include name and 
 address of driver injure person and witness if you or any person 
 seek payment under this policy fail to notify we promptly of any accident 
 or claim under Parts 2 3 6 or 12 of this policy we may not be require to 
 pay claim under any of these part 
 if you be file a claim for damage to your auto you or someone on your 
 behalf must file a proof of loss within 91 day after the accident",we do not know about accid or loss until you or someon els notifi we we or our agent must be notifi prompt of the accid or loss by you or someon on your behalf the notif should includ as mani detail as possibl includ name and address of driver injur person and wit if you or ani person seek payment under this polici fail to notifi we prompt of ani accid or claim under part 2 3 6 or 12 of this polici we may not be requir to pay claim under ani of these part if you be file a claim for damag to your auto you or someon on your behalf must file a proof of loss within 91 day after the accid
"After an accident or loss you or anyone else covered under this
policy must cooperate with us in the investigation settlement and
defense of any claim or lawsuit We must be sent copies of all legal
documents in connection with the accident or loss
We may also require you and any person seeking payment under any part
of this policy to submit to an examination under oath at a place designated
by us within a reasonable time after we are notified of the claim
If anyone makes a claim or seeks payment under Personal Injury
Protection Bodily Injury Caused By An Uninsured Auto Medical
Payments or Bodily Injury Caused By An Underinsured Auto Parts 2 3 6
or 12 we have a right to require that person to be examined by doctors
selected by us If anyone seeks continuing payments under any of these
Parts we may also require additional examinations at reasonable
intervals We will pay for these examinations We must also be
authorized to obtain medical reports and other records pertinent to the
claim
Failure to cooperate with us may result in the denial of the claim",after an accid or loss you or anyon els cover under this polici must cooper with us in the investig settlement and defens of ani claim or lawsuit we must be sent copi of all legal document in connect with the accid or loss we may also requir you and ani person seek payment under ani part of this polici to submit to an examin under oath at a place design by us within a reason time after we are notifi of the claim if anyon make a claim or seek payment under person injuri protect bodili injuri caus by an uninsur auto medic payment or bodili injuri caus by an underinsur auto part 2 3 6 or 12 we have a right to requir that person to be examin by doctor select by us if anyon seek continu payment under ani of these part we may also requir addit examin at reason interv we will pay for these examin we must also be author to obtain medic report and other record pertin to the claim failur to cooper with us may result in the denial of the claim,"after an accident or loss you or anyone else cover under this 
 policy must cooperate with we in the investigation settlement and 
 defense of any claim or lawsuit we must be send copy of all legal 
 document in connection with the accident or loss 
 we may also require you and any person seek payment under any part 
 of this policy to submit to an examination under oath at a place designate 
 by we within a reasonable time after we be notify of the claim 
 if anyone make a claim or seek payment under Personal Injury 
 Protection Bodily Injury cause by an Uninsured Auto Medical 
 Payments or Bodily Injury cause by an underinsured Auto Parts 2 3 6 
 or 12 we have a right to require that person to be examine by doctor 
 select by we if anyone seek continue payment under any of these 
 Parts we may also require additional examination at reasonable 
 interval we will pay for these examination we must also be 
 authorize to obtain medical report and other record pertinent to the 
 claim 
 failure to cooperate with we may result in the denial of the claim",after an accid or loss you or anyon el cover under this polici must cooper with we in the investig settlement and defen of ani claim or lawsuit we must be send copi of all legal document in connect with the accid or loss we may also requir you and ani person seek payment under ani part of this polici to submit to an examin under oath at a place design by we within a reason time after we be notifi of the claim if anyon make a claim or seek payment under person injuri protect bodili injuri caus by an uninsur auto medic payment or bodili injuri caus by an underinsur auto part 2 3 6 or 12 we have a right to requir that person to be examin by doctor select by we if anyon seek continu payment under ani of these part we may also requir addit examin at reason interv we will pay for these examin we must also be author to obtain medic report and other record pertin to the claim failur to cooper with we may result in the denial of the claim
