paragraph,stemmed,tokenized
"PART B – MEDICAL PAYMENTS COVERAGE
INSURING AGREEMENT
A We will pay reasonable expenses incurred for
necessary medical and funeral services because
of bodily injury
1 Caused by accident and
2 Sustained by an insured
We will pay only those expenses incurred for
services rendered within 3 years from the date of
the accident
B Insured as used in this Part means
1 You or any family member
a While occupying or
b As a pedestrian when struck by
a motor vehicle designed for use mainly on
public roads or a trailer of any type
2 Any other person while occupying your covered auto
EXCLUSIONS
We do not provide Medical Payments Coverage for
any insured for bodily injury
1 Sustained while occupying any motorized
vehicle having fewer than four wheels",part b – medic payment coverag insur agreement a we will pay reason expens incur for necessari medic and funer servic becaus of bodili injuri 1 caus by accid and 2 sustain by an insur we will pay onli those expens incur for servic render within 3 year from the date of the accid b insur as use in this part mean 1 you or ani famili member a while occupi or b as a pedestrian when struck by a motor vehicl design for use main on public road or a trailer of ani type 2 ani other person while occupi your cover auto exclus we do not provid medic payment coverag for ani insur for bodili injuri 1 sustain while occupi ani motor vehicl have fewer than four wheel,"PART b – MEDICAL payment COVERAGE 
 insuring agreement 
 a we will pay reasonable expense incur for 
 necessary medical and funeral service because 
 of bodily injury 
 1 cause by accident and 
 2 sustain by an insure 
 we will pay only those expense incur for 
 service render within 3 year from the date of 
 the accident 
 B insure as use in this part mean 
 1 you or any family member 
 a while occupy or 
 b as a pedestrian when strike by 
 a motor vehicle design for use mainly on 
 public road or a trailer of any type 
 2 any other person while occupy your cover auto 
 exclusion 
 we do not provide Medical Payments Coverage for 
 any insure for bodily injury 
 1 sustain while occupy any motorize 
 vehicle have few than four wheel"
"2 Sustained while occupying your covered
auto when it is being used as a public or livery
conveyance This Exclusion 2 does not apply to a sharetheexpense car pool
3 Sustained while occupying any vehicle located for use as a residence or premises
4 Occurring during the course of employment if
workers compensation benefits are required or
available for the bodily injury
5 Sustained while occupying or when struck
by any vehicle other than your covered
auto which is
a Owned by you or
b Furnished or available for your regular use
6 Sustained while occupying or when struck
by any vehicle other than your covered
auto which is
a Owned by any family member or
b Furnished or available for the regular use
of any family member
However this Exclusion 6 does not apply to
you",2 sustain while occupi your cover auto when it is be use as a public or liveri convey this exclus 2 doe not appli to a sharetheexpens car pool 3 sustain while occupi ani vehicl locat for use as a resid or premis 4 occur dure the cours of employ if worker compens benefit are requir or avail for the bodili injuri 5 sustain while occupi or when struck by ani vehicl other than your cover auto which is a own by you or b furnish or avail for your regular use 6 sustain while occupi or when struck by ani vehicl other than your cover auto which is a own by ani famili member or b furnish or avail for the regular use of ani famili member howev this exclus 6 doe not appli to you,"2 sustain while occupy your cover 
 auto when it be be use as a public or livery 
 conveyance this Exclusion 2 do not apply to a sharetheexpense car pool 
 3 sustained while occupy any vehicle locate for use as a residence or premise 
 4 occur during the course of employment if 
 worker compensation benefit be require or 
 available for the bodily injury 
 5 sustain while occupy or when strike 
 by any vehicle other than your cover 
 auto which be 
 a own by you or 
 b furnished or available for your regular use 
 6 sustained while occupy or when strike 
 by any vehicle other than your cover 
 auto which be 
 a own by any family member or 
 b furnished or available for the regular use 
 of any family member 
 however this exclusion 6 do not apply to 
 you"
"7 Sustained while occupying a vehicle without
a reasonable belief that that insured is entitled to do so This Exclusion 7 does not apply to a family member using your covered
auto which is owned by you
8 Sustained while occupying a vehicle when it
is being used in the business of an insured
This Exclusion 8 does not apply to bodily
injury sustained while occupying a
a Private passenger auto
b Pickup or van that you own or
c Trailer used with a vehicle described in a
or b above
9 Caused by or as a consequence of
a Discharge of a nuclear weapon even if
accidental
b War declared or undeclared
c Civil war
d Insurrection or
e Rebellion or revolution
10 From or as a consequence of the following
whether controlled or uncontrolled or however
caused
a Nuclear reaction
b Radiation or
c Radioactive contamination
11 Sustained while occupying any vehicle located inside a facility designed for racing for
the purpose of
a Competing in or",7 sustain while occupi a vehicl without a reason belief that that insur is entitl to do so this exclus 7 doe not appli to a famili member use your cover auto which is own by you 8 sustain while occupi a vehicl when it is be use in the busi of an insur this exclus 8 doe not appli to bodili injuri sustain while occupi a a privat passeng auto b pickup or van that you own or c trailer use with a vehicl describ in a or b abov 9 caus by or as a consequ of a discharg of a nuclear weapon even if accident b war declar or undeclar c civil war d insurrect or e rebellion or revolut 10 from or as a consequ of the follow whether control or uncontrol or howev caus a nuclear reaction b radiat or c radioact contamin 11 sustain while occupi ani vehicl locat insid a facil design for race for the purpos of a compet in or,"7 sustain while occupy a vehicle without 
 a reasonable belief that that insure be entitle to do so this exclusion 7 do not apply to a family member use your cover 
 auto which be own by you 
 8 sustain while occupy a vehicle when it 
 be be use in the business of an insure 
 this Exclusion 8 do not apply to bodily 
 injury sustain while occupy a 
 a private passenger auto 
 b Pickup or van that you own or 
 c Trailer use with a vehicle describe in a 
 or b above 
 9 cause by or as a consequence of 
 a discharge of a nuclear weapon even if 
 accidental 
 b War declare or undeclare 
 c civil war 
 d insurrection or 
 e Rebellion or revolution 
 10 from or as a consequence of the follow 
 whether control or uncontrolled or however 
 cause 
 a Nuclear reaction 
 b Radiation or 
 c radioactive contamination 
 11 sustain while occupy any vehicle locate inside a facility design for race for 
 the purpose of 
 a competing in or"
"b Practicing or preparing for
any prearranged or organized racing or speed
contest
LIMIT OF LIABILITY
A The limit of liability shown in the Declarations for
this coverage is our maximum limit of liability for
each person injured in any one accident This is
the most we will pay regardless of the number of
1 Insureds
2 Claims made
3 Vehicles or premiums shown in the Declarations or
4 Vehicles involved in the accident
B No one will be entitled to receive duplicate payments for the same elements of loss under this
coverage and
1 Part A or Part C of this policy or
2 Any Underinsured Motorists Coverage provided by this policy
OTHER INSURANCE
If there is other applicable auto medical payments
insurance we will pay only our share of the loss Our
share is the proportion that our limit of liability bears
to the total of all applicable limits However any
insurance we provide with respect to a vehicle you do
not own shall be excess over any other collectible
auto insurance providing payments for medical or
funeral expenses",b practic or prepar for ani prearrang or organ race or speed contest limit of liabil a the limit of liabil shown in the declar for this coverag is our maximum limit of liabil for each person injur in ani one accid this is the most we will pay regardless of the number of 1 insur 2 claim made 3 vehicl or premium shown in the declar or 4 vehicl involv in the accid b no one will be entitl to receiv duplic payment for the same element of loss under this coverag and 1 part a or part c of this polici or 2 ani underinsur motorist coverag provid by this polici other insur if there is other applic auto medic payment insur we will pay onli our share of the loss our share is the proport that our limit of liabil bear to the total of all applic limit howev ani insur we provid with respect to a vehicl you do not own shall be excess over ani other collect auto insur provid payment for medic or funer expens,"b practice or prepare for 
 any prearranged or organized racing or speed 
 contest 
 LIMIT of LIABILITY 
 a the limit of liability show in the Declarations for 
 this coverage be our maximum limit of liability for 
 each person injure in any one accident this be 
 the most we will pay regardless of the number of 
 1 insured 
 2 claim make 
 3 vehicle or premium show in the Declarations or 
 4 Vehicles involve in the accident 
 B no one will be entitle to receive duplicate payment for the same element of loss under this 
 coverage and 
 1 Part A or part C of this policy or 
 2 any underinsured Motorists Coverage provide by this policy 
 other insurance 
 if there be other applicable auto medical payment 
 insurance we will pay only our share of the loss our 
 share be the proportion that our limit of liability bear 
 to the total of all applicable limit however any 
 insurance we provide with respect to a vehicle you do 
 not own shall be excess over any other collectible 
 auto insurance provide payment for medical or 
 funeral expense"
"PART C – UNINSURED MOTORISTS COVERAGE
INSURING AGREEMENT
A We will pay compensatory damages which an
insured is legally entitled to recover from the
owner or operator of an uninsured motor vehicle
because of bodily injury
1 Sustained by an insured and
2 Caused by an accident
The owners or operators liability for these damages must arise out of the ownership maintenance or use of the uninsured motor vehicle
Any judgment for damages arising out of a suit
brought without our written consent is not binding
on us
B Insured as used in this Part means
1 You or any family member
2 Any other person occupying your covered
auto",part c – uninsur motorist coverag insur agreement a we will pay compensatori damag which an insur is legal entitl to recov from the owner or oper of an uninsur motor vehicl becaus of bodili injuri 1 sustain by an insur and 2 caus by an accid the owner or oper liabil for these damag must aris out of the ownership mainten or use of the uninsur motor vehicl ani judgment for damag aris out of a suit brought without our written consent is not bind on us b insur as use in this part mean 1 you or ani famili member 2 ani other person occupi your cover auto,"PART c – uninsured MOTORISTS coverage 
 insuring agreement 
 a we will pay compensatory damage which an 
 insure be legally entitle to recover from the 
 owner or operator of an uninsured motor vehicle 
 because of bodily injury 
 1 sustain by an insured and 
 2 cause by an accident 
 the owner or operator liability for these damage must arise out of the ownership maintenance or use of the uninsured motor vehicle 
 any judgment for damage arise out of a suit 
 bring without our write consent be not bind 
 on we 
 B insure as use in this part mean 
 1 you or any family member 
 2 any other person occupy your cover 
 auto"
"3 Any person for damages that person is entitled
to recover because of bodily injury to which
this coverage applies sustained by a person
described in 1 or 2 above
C Uninsured motor vehicle means a land motor
vehicle or trailer of any type
1 To which no bodily injury liability bond or policy
applies at the time of the accident
2 To which a bodily injury liability bond or policy
applies at the time of the accident In this case
its limit for bodily injury liability must be less
than the minimum limit for bodily injury liability
specified by the financial responsibility law of
the state in which your covered auto is principally garaged",3 ani person for damag that person is entitl to recov becaus of bodili injuri to which this coverag appli sustain by a person describ in 1 or 2 abov c uninsur motor vehicl mean a land motor vehicl or trailer of ani type 1 to which no bodili injuri liabil bond or polici appli at the time of the accid 2 to which a bodili injuri liabil bond or polici appli at the time of the accid in this case it limit for bodili injuri liabil must be less than the minimum limit for bodili injuri liabil specifi by the financi respons law of the state in which your cover auto is princip garag,"3 any person for damage that person be entitle 
 to recover because of bodily injury to which 
 this coverage apply sustain by a person 
 describe in 1 or 2 above 
 C uninsured motor vehicle mean a land motor 
 vehicle or trailer of any type 
 1 to which no bodily injury liability bond or policy 
 applie at the time of the accident 
 2 to which a bodily injury liability bond or policy 
 applie at the time of the accident in this case 
 its limit for bodily injury liability must be less 
 than the minimum limit for bodily injury liability 
 specify by the financial responsibility law of 
 the state in which your covered auto be principally garage"
"3 Which is a hitandrun vehicle whose operator
or owner cannot be identified and which hits
a You or any family member
b A vehicle which you or any family member are occupying or
c Your covered auto
4 To which a bodily injury liability bond or policy
applies at the time of the accident but the
bonding or insuring company
a Denies coverage or
b Is or becomes insolvent
However uninsured motor vehicle does not include any vehicle or equipment
1 Owned by or furnished or available for the
regular use of you or any family member
2 Owned or operated by a selfinsurer under any
applicable motor vehicle law except a selfinsurer which is or becomes insolvent
3 Owned by any governmental unit or agency
4 Operated on rails or crawler treads
5 Designed mainly for use off public roads while
not on public roads
6 While located for use as a residence or premises
EXCLUSIONS
A We do not provide Uninsured Motorists Coverage
for bodily injury sustained
1 By an insured while occupying or when
struck by any motor vehicle owned by that
insured which is not insured for this coverage
under this policy This includes a trailer of any
type used with that vehicle
2 By any family member while occupying or
when struck by any motor vehicle you own
which is insured for this coverage on a primary
basis under any other policy
B We do not provide Uninsured Motorists Coverage
for bodily injury sustained by any insured
1 If that insured or the legal representative
settles the bodily injury claim without our
consent
2 While occupying your covered auto when it
is being used as a public or livery conveyance
This Exclusion B2 does not apply to a
sharetheexpense car pool
3 Using a vehicle without a reasonable belief
that that insured is entitled to do so This
Exclusion B3 does not apply to a family
member using your covered auto which is
owned by you
C This coverage shall not apply directly or indirectly
to benefit any insurer or selfinsurer under any of
the following or similar law
1 Workers compensation law or",3 which is a hitandrun vehicl whose oper or owner cannot be identifi and which hit a you or ani famili member b a vehicl which you or ani famili member are occupi or c your cover auto 4 to which a bodili injuri liabil bond or polici appli at the time of the accid but the bond or insur compani a deni coverag or b is or becom insolv howev uninsur motor vehicl doe not includ ani vehicl or equip 1 own by or furnish or avail for the regular use of you or ani famili member 2 own or oper by a selfinsur under ani applic motor vehicl law except a selfinsur which is or becom insolv 3 own by ani government unit or agenc 4 oper on rail or crawler tread 5 design main for use off public road while not on public road 6 while locat for use as a resid or premis exclus a we do not provid uninsur motorist coverag for bodili injuri sustain 1 by an insur while occupi or when struck by ani motor vehicl own by that insur which is not insur for this coverag under this polici this includ a trailer of ani type use with that vehicl 2 by ani famili member while occupi or when struck by ani motor vehicl you own which is insur for this coverag on a primari basi under ani other polici b we do not provid uninsur motorist coverag for bodili injuri sustain by ani insur 1 if that insur or the legal repres settl the bodili injuri claim without our consent 2 while occupi your cover auto when it is be use as a public or liveri convey this exclus b2 doe not appli to a sharetheexpens car pool 3 use a vehicl without a reason belief that that insur is entitl to do so this exclus b3 doe not appli to a famili member use your cover auto which is own by you c this coverag shall not appli direct or indirect to benefit ani insur or selfinsur under ani of the follow or similar law 1 worker compens law or,"3 which be a hitandrun vehicle whose operator 
 or owner can not be identify and which hit 
 a You or any family member 
 b a vehicle which you or any family member be occupy or 
 c your cover auto 
 4 to which a bodily injury liability bond or policy 
 applie at the time of the accident but the 
 bonding or insure company 
 a Denies coverage or 
 b be or become insolvent 
 however uninsured motor vehicle do not include any vehicle or equipment 
 1 own by or furnish or available for the 
 regular use of you or any family member 
 2 own or operate by a selfinsurer under any 
 applicable motor vehicle law except a selfinsurer which be or become insolvent 
 3 own by any governmental unit or agency 
 4 operate on rail or crawler tread 
 5 design mainly for use off public road while 
 not on public road 
 6 while locate for use as a residence or premise 
 exclusion 
 a we do not provide Uninsured Motorists Coverage 
 for bodily injury sustain 
 1 by an insured while occupy or when 
 strike by any motor vehicle own by that 
 insure which be not insure for this coverage 
 under this policy this include a trailer of any 
 type use with that vehicle 
 2 by any family member while occupy or 
 when strike by any motor vehicle you own 
 which be insure for this coverage on a primary 
 basis under any other policy 
 b we do not provide Uninsured Motorists Coverage 
 for bodily injury sustain by any insure 
 1 if that insure or the legal representative 
 settle the bodily injury claim without our 
 consent 
 2 while occupy your cover auto when it 
 be be use as a public or livery conveyance 
 this Exclusion b2 do not apply to a 
 sharetheexpense car pool 
 3 use a vehicle without a reasonable belief 
 that that insure be entitle to do so this 
 Exclusion b3 do not apply to a family 
 member use your cover auto which be 
 own by you 
 C this coverage shall not apply directly or indirectly 
 to benefit any insurer or selfinsurer under any of 
 the following or similar law 
 1 Workers compensation law or"
"2 Disability benefits law
D We do not provide Uninsured Motorists Coverage
for punitive or exemplary damages
LIMIT OF LIABILITY
A The limit of liability shown in the Declarations for
each person for Uninsured Motorists Coverage is
our maximum limit of liability for all damages including damages for care loss of services or
death arising out of bodily injury sustained by
any one person in any one accident Subject to
this limit for each person the limit of liability
shown in the Declarations for each accident for
Uninsured Motorists Coverage is our maximum
limit of liability for all damages for bodily injury
resulting from any one accident
This is the most we will pay regardless of the
number of
1 Insureds
2 Claims made
3 Vehicles or premiums shown in the Declarations or
4 Vehicles involved in the accident
B No one will be entitled to receive duplicate payments for the same elements of loss under this
coverage and
1 Part A or Part B of this policy or
2 Any Underinsured Motorists Coverage provided by this policy
C We will not make a duplicate payment under this
coverage for any element of loss for which payment has been made by or on behalf of persons
or organizations who may be legally responsible
D We will not pay for any element of loss if a person
is entitled to receive payment for the same element of loss under any of the following or similar
law
1 Workers compensation law or
2 Disability benefits law
OTHER INSURANCE
If there is other applicable insurance available under
one or more policies or provisions of coverage that is
similar to the insurance provided under this Part of
the policy
1 Any recovery for damages under all such policies or provisions of coverage may equal but
not exceed the highest applicable limit for any
one vehicle under any insurance providing
coverage on either a primary or excess basis
2 Any insurance we provide with respect to a
vehicle you do not own shall be excess over
any collectible insurance providing such coverage on a primary basis",2 disabl benefit law d we do not provid uninsur motorist coverag for punit or exemplari damag limit of liabil a the limit of liabil shown in the declar for each person for uninsur motorist coverag is our maximum limit of liabil for all damag includ damag for care loss of servic or death aris out of bodili injuri sustain by ani one person in ani one accid subject to this limit for each person the limit of liabil shown in the declar for each accid for uninsur motorist coverag is our maximum limit of liabil for all damag for bodili injuri result from ani one accid this is the most we will pay regardless of the number of 1 insur 2 claim made 3 vehicl or premium shown in the declar or 4 vehicl involv in the accid b no one will be entitl to receiv duplic payment for the same element of loss under this coverag and 1 part a or part b of this polici or 2 ani underinsur motorist coverag provid by this polici c we will not make a duplic payment under this coverag for ani element of loss for which payment has been made by or on behalf of person or organ who may be legal respons d we will not pay for ani element of loss if a person is entitl to receiv payment for the same element of loss under ani of the follow or similar law 1 worker compens law or 2 disabl benefit law other insur if there is other applic insur avail under one or more polici or provis of coverag that is similar to the insur provid under this part of the polici 1 ani recoveri for damag under all such polici or provis of coverag may equal but not exceed the highest applic limit for ani one vehicl under ani insur provid coverag on either a primari or excess basi 2 ani insur we provid with respect to a vehicl you do not own shall be excess over ani collect insur provid such coverag on a primari basi,"2 Disability benefit law 
 d we do not provide Uninsured Motorists Coverage 
 for punitive or exemplary damage 
 LIMIT of LIABILITY 
 a the limit of liability show in the Declarations for 
 each person for Uninsured Motorists Coverage be 
 our maximum limit of liability for all damage include damage for care loss of service or 
 death arise out of bodily injury sustain by 
 any one person in any one accident Subject to 
 this limit for each person the limit of liability 
 show in the Declarations for each accident for 
 Uninsured Motorists Coverage be our maximum 
 limit of liability for all damage for bodily injury 
 result from any one accident 
 this be the most we will pay regardless of the 
 number of 
 1 insured 
 2 claim make 
 3 vehicle or premium show in the Declarations or 
 4 Vehicles involve in the accident 
 B no one will be entitle to receive duplicate payment for the same element of loss under this 
 coverage and 
 1 Part A or part b of this policy or 
 2 any underinsured Motorists Coverage provide by this policy 
 c we will not make a duplicate payment under this 
 coverage for any element of loss for which payment have be make by or on behalf of person 
 or organization who may be legally responsible 
 d we will not pay for any element of loss if a person 
 be entitle to receive payment for the same element of loss under any of the following or similar 
 law 
 1 Workers compensation law or 
 2 Disability benefit law 
 other insurance 
 if there be other applicable insurance available under 
 one or more policy or provision of coverage that be 
 similar to the insurance provide under this part of 
 the policy 
 1 any recovery for damage under all such policy or provision of coverage may equal but 
 not exceed the high applicable limit for any 
 one vehicle under any insurance provide 
 coverage on either a primary or excess basis 
 2 any insurance we provide with respect to a 
 vehicle you do not own shall be excess over 
 any collectible insurance provide such coverage on a primary basis"
"3 If the coverage under this policy is provided
a On a primary basis we will pay only our
share of the loss that must be paid under
insurance providing coverage on a primary
basis Our share is the proportion that our
limit of liability bears to the total of all applicable limits of liability for coverage provided on a primary basis
b On an excess basis we will pay only our
share of the loss that must be paid under
insurance providing coverage on an excess
basis Our share is the proportion that our
limit of liability bears to the total of all applicable limits of liability for coverage provided on an excess basis
ARBITRATION
A If we and an insured do not agree
1 Whether that insured is legally entitled to
recover damages or
2 As to the amount of damages which are recoverable by that insured
from the owner or operator of an uninsured motor
vehicle then the matter may be arbitrated However disputes concerning coverage under this
Part may not be arbitrated",3 if the coverag under this polici is provid a on a primari basi we will pay onli our share of the loss that must be paid under insur provid coverag on a primari basi our share is the proport that our limit of liabil bear to the total of all applic limit of liabil for coverag provid on a primari basi b on an excess basi we will pay onli our share of the loss that must be paid under insur provid coverag on an excess basi our share is the proport that our limit of liabil bear to the total of all applic limit of liabil for coverag provid on an excess basi arbitr a if we and an insur do not agre 1 whether that insur is legal entitl to recov damag or 2 as to the amount of damag which are recover by that insur from the owner or oper of an uninsur motor vehicl then the matter may be arbitr howev disput concern coverag under this part may not be arbitr,"3 if the coverage under this policy be provide 
 a on a primary basis we will pay only our 
 share of the loss that must be pay under 
 insurance provide coverage on a primary 
 basis our share be the proportion that our 
 limit of liability bear to the total of all applicable limit of liability for coverage provide on a primary basis 
 b on an excess basis we will pay only our 
 share of the loss that must be pay under 
 insurance provide coverage on an excess 
 basis our share be the proportion that our 
 limit of liability bear to the total of all applicable limit of liability for coverage provide on an excess basis 
 arbitration 
 a if we and an insured do not agree 
 1 whether that insure be legally entitle to 
 recover damage or 
 2 as to the amount of damage which be recoverable by that insure 
 from the owner or operator of an uninsured motor 
 vehicle then the matter may be arbitrate however dispute concern coverage under this 
 part may not be arbitrate"
"Both parties must agree to arbitration If so
agreed each party will select an arbitrator The
two arbitrators will select a third If they cannot
agree within 30 days either may request that selection be made by a judge of a court having jurisdiction
B Each party will
1 Pay the expenses it incurs and
2 Bear the expenses of the third arbitrator
equally
C Unless both parties agree otherwise arbitration
will take place in the county in which the insured
lives Local rules of law as to procedure and evidence will apply A decision agreed to by two of
the arbitrators will be binding as to
1 Whether the insured is legally entitled to
recover damages and
2 The amount of damages This applies only if
the amount does not exceed the minimum limit
for bodily injury liability specified by the financial responsibility law of the state in which
your covered auto is principally garaged If
the amount exceeds that limit either party may
demand the right to a trial This demand must
be made within 60 days of the arbitrators decision If this demand is not made the amount
of damages agreed to by the arbitrators will be
binding",both parti must agre to arbitr if so agre each parti will select an arbitr the two arbitr will select a third if they cannot agre within 30 day either may request that select be made by a judg of a court have jurisdict b each parti will 1 pay the expens it incur and 2 bear the expens of the third arbitr equal c unless both parti agre otherwis arbitr will take place in the counti in which the insur live local rule of law as to procedur and evid will appli a decis agre to by two of the arbitr will be bind as to 1 whether the insur is legal entitl to recov damag and 2 the amount of damag this appli onli if the amount doe not exceed the minimum limit for bodili injuri liabil specifi by the financi respons law of the state in which your cover auto is princip garag if the amount exceed that limit either parti may demand the right to a trial this demand must be made within 60 day of the arbitr decis if this demand is not made the amount of damag agre to by the arbitr will be bind,"both party must agree to arbitration if so 
 agree each party will select an arbitrator the 
 two arbitrator will select a third if they can not 
 agree within 30 day either may request that selection be make by a judge of a court have jurisdiction 
 b each party will 
 1 pay the expense it incur and 
 2 Bear the expense of the third arbitrator 
 equally 
 c unless both party agree otherwise arbitration 
 will take place in the county in which the insure 
 live local rule of law as to procedure and evidence will apply a decision agree to by two of 
 the arbitrator will be bind as to 
 1 whether the insure be legally entitle to 
 recover damage and 
 2 the amount of damage this apply only if 
 the amount do not exceed the minimum limit 
 for bodily injury liability specify by the financial responsibility law of the state in which 
 your covered auto be principally garage if 
 the amount exceed that limit either party may 
 demand the right to a trial this demand must 
 be make within 60 day of the arbitrator decision if this demand be not make the amount 
 of damage agree to by the arbitrator will be 
 bind"
"PART D – COVERAGE FOR DAMAGE TO YOUR AUTO
INSURING AGREEMENT
A We will pay for direct and accidental loss to your
covered auto or any nonowned auto including
their equipment minus any applicable deductible
shown in the Declarations If loss to more than
one your covered auto or nonowned auto results from the same collision only the highest
applicable deductible will apply We will pay for
loss to your covered auto caused by
1 Other than collision only if the Declarations
indicate that Other Than Collision Coverage is
provided for that auto
2 Collision only if the Declarations indicate that
Collision Coverage is provided for that auto
If there is a loss to a nonowned auto we will
provide the broadest coverage applicable to any
your covered auto shown in the Declarations
B Collision means the upset of your covered auto
or a nonowned auto or their impact with another
vehicle or object
Loss caused by the following is considered other
than collision
1 Missiles or falling objects
2 Fire
3 Theft or larceny
4 Explosion or earthquake
PP 00 01 06 98",part d – coverag for damag to your auto insur agreement a we will pay for direct and accident loss to your cover auto or ani nonown auto includ their equip minus ani applic deduct shown in the declar if loss to more than one your cover auto or nonown auto result from the same collis onli the highest applic deduct will appli we will pay for loss to your cover auto caus by 1 other than collis onli if the declar indic that other than collis coverag is provid for that auto 2 collis onli if the declar indic that collis coverag is provid for that auto if there is a loss to a nonown auto we will provid the broadest coverag applic to ani your cover auto shown in the declar b collis mean the upset of your cover auto or a nonown auto or their impact with anoth vehicl or object loss caus by the follow is consid other than collis 1 missil or fall object 2 fire 3 theft or larceni 4 explos or earthquak pp 00 01 06 98,"PART d – coverage for damage to your auto 
 insuring agreement 
 a we will pay for direct and accidental loss to your 
 covered auto or any nonowne auto include 
 their equipment minus any applicable deductible 
 show in the Declarations if loss to more than 
 one your covered auto or nonowne auto result from the same collision only the high 
 applicable deductible will apply we will pay for 
 loss to your cover auto cause by 
 1 other than collision only if the declaration 
 indicate that other than Collision Coverage be 
 provide for that auto 
 2 collision only if the Declarations indicate that 
 Collision Coverage be provide for that auto 
 if there be a loss to a nonowne auto we will 
 provide the broad coverage applicable to any 
 your cover auto show in the declaration 
 B Collision mean the upset of your covered auto 
 or a nonowned auto or their impact with another 
 vehicle or object 
 loss cause by the following be consider other 
 than collision 
 1 Missiles or fall object 
 2 fire 
 3 Theft or larceny 
 4 Explosion or earthquake 
 PP 00 01 06 98"
"5 Windstorm
6 Hail water or flood
7 Malicious mischief or vandalism
8 Riot or civil commotion
9 Contact with bird or animal or
10 Breakage of glass
If breakage of glass is caused by a collision you
may elect to have it considered a loss caused by
collision
C Nonowned auto means
1 Any private passenger auto pickup van or
trailer not owned by or furnished or available
for the regular use of you or any family member while in the custody of or being operated
by you or any family member or
2 Any auto or trailer you do not own while used
as a temporary substitute for your covered
auto which is out of normal use because of its
a Breakdown
b Repair
c Servicing
d Loss or
e Destruction",5 windstorm 6 hail water or flood 7 malici mischief or vandal 8 riot or civil commot 9 contact with bird or anim or 10 breakag of glass if breakag of glass is caus by a collis you may elect to have it consid a loss caus by collis c nonown auto mean 1 ani privat passeng auto pickup van or trailer not own by or furnish or avail for the regular use of you or ani famili member while in the custodi of or be oper by you or ani famili member or 2 ani auto or trailer you do not own while use as a temporari substitut for your cover auto which is out of normal use becaus of it a breakdown b repair c servic d loss or e destruct,"5 windstorm 
 6 Hail water or flood 
 7 malicious mischief or vandalism 
 8 Riot or civil commotion 
 9 Contact with bird or animal or 
 10 Breakage of glass 
 if breakage of glass be cause by a collision you 
 may elect to have it consider a loss cause by 
 collision 
 c nonowne auto mean 
 1 any private passenger auto pickup van or 
 trailer not own by or furnished or available 
 for the regular use of you or any family member while in the custody of or be operate 
 by you or any family member or 
 2 any auto or trailer you do not own while use 
 as a temporary substitute for your cover 
 auto which be out of normal use because of its 
 a Breakdown 
 b Repair 
 c servicing 
 d loss or 
 e destruction"
