paragraph,stemmed,tokenized,posting_list,posting_list_stemmed
"16 The Insurer shall not be liable for Damage or interruption or interference attributable solely to change in the
water table level
17 The Insurer shall not be liable for Damage or interruption or interference attributable to Damage to the
following property
A glass other than Glass china earthenware marble statuary or other fragile or brittle objects but this
exclusion shall not apply in respect of Damage caused by a Defined Peril and not otherwise excluded
B mobile phones laptops or similar portable electronic equipment documents tenants property money or
any articles of gold silver or other precious materials jewellery or other personal items
C property in transit except as provided for under the individual Extension clauses
D vehicles licensed for road use  caravans trailers railway locomotives rolling stock watercraft or
aircraft
E property or structures in course of construction or erection and materials or supplies in connection with
all such property in course of construction or erection
F land roads pavements piers jetties bridges culverts underground shafts mines or excavations
G livestock animals growing crops or trees
unless specified in the Schedule as insured by this Section",16 the insur shall not be liabl for damag or interrupt or interfer attribut sole to chang in the water tabl level 17 the insur shall not be liabl for damag or interrupt or interfer attribut to damag to the follow properti a glass other than glass china earthenwar marbl statuari or other fragil or brittl object but this exclus shall not appli in respect of damag caus by a defin peril and not otherwis exclud b mobil phone laptop or similar portabl electron equip document tenant properti money or ani articl of gold silver or other precious materi jewelleri or other person item c properti in transit except as provid for under the individu extens claus d vehicl licens for road use caravan trailer railway locomot roll stock watercraft or aircraft e properti or structur in cours of construct or erect and materi or suppli in connect with all such properti in cours of construct or erect f land road pavement pier jetti bridg culvert underground shaft mine or excav g livestock anim grow crop or tree unless specifi in the schedul as insur by this section,"16 the Insurer shall not be liable for damage or interruption or interference attributable solely to change in the 
 water table level 
 17 the Insurer shall not be liable for damage or interruption or interference attributable to damage to the 
 follow property 
 a glass other than Glass china earthenware marble statuary or other fragile or brittle object but this 
 exclusion shall not apply in respect of damage cause by a define Peril and not otherwise exclude 
 b mobile phone laptop or similar portable electronic equipment document tenant property money or 
 any article of gold silver or other precious material jewellery or other personal item 
 c property in transit except as provide for under the individual Extension clause 
 d vehicle license for road use   caravan trailer railway locomotive roll stock watercraft or 
 aircraft 
 e property or structure in course of construction or erection and material or supply in connection with 
 all such property in course of construction or erection 
 F land road pavement pier jettie bridge culvert underground shafts mine or excavation 
 g livestock animal grow crop or tree 
 unless specify in the Schedule as insure by this section","['16', '17', 'a', 'a', 'aircraft', 'all', 'and', 'and', 'animal', 'any', 'apply', 'article', 'as', 'as', 'attributable', 'attributable', 'b', 'be', 'be', 'bridge', 'brittle', 'but', 'by', 'by', 'c', 'caravan', 'cause', 'change', 'china', 'clause', 'connection', 'construction', 'construction', 'course', 'course', 'crop', 'culvert', 'd', 'damage', 'damage', 'damage', 'damage', 'define', 'document', 'e', 'earthenware', 'electronic', 'equipment', 'erection', 'erection', 'excavation', 'except', 'exclude', 'exclusion', 'extension', 'f', 'follow', 'for', 'for', 'for', 'for', 'fragile', 'g', 'glass', 'glass', 'gold', 'grow', 'in', 'in', 'in', 'in', 'in', 'in', 'in', 'individual', 'insure', 'insurer', 'insurer', 'interference', 'interference', 'interruption', 'interruption', 'item', 'jettie', 'jewellery', 'land', 'laptop', 'level', 'liable', 'liable', 'license', 'livestock', 'locomotive', 'marble', 'material', 'material', 'mine', 'mobile', 'money', 'not', 'not', 'not', 'not', 'object', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'other', 'other', 'otherwise', 'pavement', 'peril', 'personal', 'phone', 'pier', 'portable', 'precious', 'property', 'property', 'property', 'property', 'property', 'provide', 'railway', 'respect', 'road', 'road', 'roll', 'schedule', 'section', 'shafts', 'shall', 'shall', 'shall', 'silver', 'similar', 'solely', 'specify', 'statuary', 'stock', 'structure', 'such', 'supply', 'table', 'tenant', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'this', 'to', 'to', 'to', 'trailer', 'transit', 'tree', 'under', 'underground', 'unless', 'use', 'vehicle', 'water', 'watercraft', 'with']","['16', '17', 'a', 'a', 'aircraft', 'all', 'and', 'and', 'ani', 'anim', 'appli', 'articl', 'as', 'as', 'attribut', 'attribut', 'b', 'be', 'be', 'bridg', 'brittl', 'but', 'by', 'by', 'c', 'caravan', 'caus', 'chang', 'china', 'claus', 'connect', 'construct', 'construct', 'cours', 'cours', 'crop', 'culvert', 'd', 'damag', 'damag', 'damag', 'damag', 'defin', 'document', 'e', 'earthenwar', 'electron', 'equip', 'erect', 'erect', 'excav', 'except', 'exclud', 'exclus', 'extens', 'f', 'follow', 'for', 'for', 'for', 'for', 'fragil', 'g', 'glass', 'glass', 'gold', 'grow', 'in', 'in', 'in', 'in', 'in', 'in', 'in', 'individu', 'insur', 'insur', 'insur', 'interfer', 'interfer', 'interrupt', 'interrupt', 'item', 'jetti', 'jewelleri', 'land', 'laptop', 'level', 'liabl', 'liabl', 'licens', 'livestock', 'locomot', 'marbl', 'materi', 'materi', 'mine', 'mobil', 'money', 'not', 'not', 'not', 'not', 'object', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'other', 'other', 'otherwis', 'pavement', 'peril', 'person', 'phone', 'pier', 'portabl', 'precious', 'properti', 'properti', 'properti', 'properti', 'properti', 'provid', 'railway', 'respect', 'road', 'road', 'roll', 'schedul', 'section', 'shaft', 'shall', 'shall', 'shall', 'silver', 'similar', 'sole', 'specifi', 'statuari', 'stock', 'structur', 'such', 'suppli', 'tabl', 'tenant', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'this', 'to', 'to', 'to', 'trailer', 'transit', 'tree', 'under', 'underground', 'unless', 'use', 'vehicl', 'water', 'watercraft', 'with']"
"Section 3
Terrorism
Insuring Clause
The Insurer agrees to indemnify the Insured for Damage to Property Insured and resulting Loss of Rent solely in
so far as and to the extent of coverage and Sublimits provided under Section 1 and 2 of this Policy in the event
that
A such Damage to Property Insured and resulting Loss of Rent is caused by and arises an Act of Terrorism
and
B such act is certified as an act of terrorism by Her Majesty’s Government or Her Majesty’s Treasury or any
successor or other relevant authority or in the event such certification is refused the refusal is reversed by the
decision of a validly constituted tribunal and
C the Damage to Property Insured and resulting Loss of Rent occurs in England Wales andor Scotland but not
the territorial seas adjacent thereto as defined by the Territorial Sea Act 1987 or any subsequent amending
legislation and not the Isle of Man or the Channel Islands",section 3 terror insur claus the insur agre to indemnifi the insur for damag to properti insur and result loss of rent sole in so far as and to the extent of coverag and sublimit provid under section 1 and 2 of this polici in the event that a such damag to properti insur and result loss of rent is caus by and aris an act of terror and b such act is certifi as an act of terror by her majesti govern or her majesti treasuri or ani successor or other relev author or in the event such certif is refus the refus is revers by the decis of a valid constitut tribun and c the damag to properti insur and result loss of rent occur in england wale andor scotland but not the territori sea adjac thereto as defin by the territori sea act 1987 or ani subsequ amend legisl and not the isl of man or the channel island,"section 3 
 terrorism 
 Insuring clause 
 the Insurer agree to indemnify the Insured for damage to Property insure and result Loss of Rent solely in 
 so far as and to the extent of coverage and sublimit provide under section 1 and 2 of this policy in the event 
 that 
 a such damage to Property insure and result Loss of Rent be cause by and arise an Act of Terrorism 
 and 
 B such act be certify as an act of terrorism by her Majesty ’s Government or her Majesty ’s Treasury or any 
 successor or other relevant authority or in the event such certification be refuse the refusal be reverse by the 
 decision of a validly constitute tribunal and 
 C the damage to Property insure and result Loss of Rent occur in England Wales andor Scotland but not 
 the territorial sea adjacent thereto as define by the Territorial Sea Act 1987 or any subsequent amend 
 legislation and not the Isle of Man or the Channel Islands","['1', '1987', '2', '3', 'a', 'a', 'act', 'act', 'act', 'act', 'adjacent', 'agree', 'amend', 'an', 'an', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'andor', 'any', 'any', 'arise', 'as', 'as', 'as', 'authority', 'b', 'be', 'be', 'be', 'be', 'but', 'by', 'by', 'by', 'by', 'c', 'cause', 'certification', 'certify', 'channel', 'clause', 'constitute', 'coverage', 'damage', 'damage', 'damage', 'decision', 'define', 'england', 'event', 'event', 'extent', 'far', 'for', 'government', 'her', 'her', 'in', 'in', 'in', 'in', 'indemnify', 'insure', 'insure', 'insure', 'insured', 'insurer', 'insuring', 'islands', 'isle', 'legislation', 'loss', 'loss', 'loss', 'majesty', 'majesty', 'man', 'not', 'not', 'occur', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'policy', 'property', 'property', 'property', 'provide', 'refusal', 'refuse', 'relevant', 'rent', 'rent', 'rent', 'result', 'result', 'result', 'reverse', 'scotland', 'sea', 'sea', 'section', 'section', 'so', 'solely', 'sublimit', 'subsequent', 'successor', 'such', 'such', 'such', 'territorial', 'territorial', 'terrorism', 'terrorism', 'terrorism', 'that', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'thereto', 'this', 'to', 'to', 'to', 'to', 'to', 'treasury', 'tribunal', 'under', 'validly', 'wales', '’s', '’s']","['1', '1987', '2', '3', 'a', 'a', 'act', 'act', 'act', 'act', 'adjac', 'agre', 'amend', 'an', 'an', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'and', 'andor', 'ani', 'ani', 'aris', 'as', 'as', 'as', 'author', 'b', 'but', 'by', 'by', 'by', 'by', 'c', 'caus', 'certif', 'certifi', 'channel', 'claus', 'constitut', 'coverag', 'damag', 'damag', 'damag', 'decis', 'defin', 'england', 'event', 'event', 'extent', 'far', 'for', 'govern', 'her', 'her', 'in', 'in', 'in', 'in', 'indemnifi', 'insur', 'insur', 'insur', 'insur', 'insur', 'insur', 'is', 'is', 'is', 'is', 'isl', 'island', 'legisl', 'loss', 'loss', 'loss', 'majesti', 'majesti', 'man', 'not', 'not', 'occur', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'polici', 'properti', 'properti', 'properti', 'provid', 'refus', 'refus', 'relev', 'rent', 'rent', 'rent', 'result', 'result', 'result', 'revers', 'scotland', 'sea', 'sea', 'section', 'section', 'so', 'sole', 'sublimit', 'subsequ', 'successor', 'such', 'such', 'such', 'territori', 'territori', 'terror', 'terror', 'terror', 'that', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'thereto', 'this', 'to', 'to', 'to', 'to', 'to', 'treasuri', 'tribun', 'under', 'valid', 'wale']"
"Limit of Liability
The liability of the Insurer under this Section in respect of any one Occurrence and in the aggregate during the
Period of Insurance shall not exceed the Sum Insured as specified in the Schedule and subject always to the
Excess of GBP250 any one Occurrence and all terms and conditions and SubLimits under Section 1 and 2 of
this Policy unless stated otherwise",limit of liabil the liabil of the insur under this section in respect of ani one occurr and in the aggreg dure the period of insur shall not exceed the sum insur as specifi in the schedul and subject alway to the excess of gbp250 ani one occurr and all term and condit and sublimit under section 1 and 2 of this polici unless state otherwis,"Limit of Liability 
 the liability of the Insurer under this section in respect of any one occurrence and in the aggregate during the 
 Period of Insurance shall not exceed the Sum Insured as specify in the Schedule and subject always to the 
 Excess of GBP250 any one occurrence and all term and condition and sublimit under section 1 and 2 of 
 this policy unless state otherwise","['1', '2', 'aggregate', 'all', 'always', 'and', 'and', 'and', 'and', 'and', 'and', 'any', 'any', 'as', 'condition', 'during', 'exceed', 'excess', 'gbp250', 'in', 'in', 'in', 'insurance', 'insured', 'insurer', 'liability', 'liability', 'limit', 'not', 'occurrence', 'occurrence', 'of', 'of', 'of', 'of', 'of', 'of', 'one', 'one', 'otherwise', 'period', 'policy', 'respect', 'schedule', 'section', 'section', 'shall', 'specify', 'state', 'subject', 'sublimit', 'sum', 'term', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'this', 'to', 'under', 'under', 'unless']","['1', '2', 'aggreg', 'all', 'alway', 'and', 'and', 'and', 'and', 'and', 'and', 'ani', 'ani', 'as', 'condit', 'dure', 'exceed', 'excess', 'gbp250', 'in', 'in', 'in', 'insur', 'insur', 'insur', 'liabil', 'liabil', 'limit', 'not', 'occurr', 'occurr', 'of', 'of', 'of', 'of', 'of', 'of', 'one', 'one', 'otherwis', 'period', 'polici', 'respect', 'schedul', 'section', 'section', 'shall', 'specifi', 'state', 'subject', 'sublimit', 'sum', 'term', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'this', 'this', 'to', 'under', 'under', 'unless']"
"Exclusions to Section 3
The General Exclusions of the Policy shall not apply to insurance provided under this Section
The following Exclusions shall apply to this Section unless stated otherwise
1 The Insurer shall not be liable for any amount of the Excess as specified with respect to the Sections 1 and 2
or individual coverages under the Sections
2 The Insurer shall not be liable for any claim of whatsoever nature directly or indirectly caused by or
occasioned by or happening through or in consequence of
A Riot civil commotion vandals or other persons acting maliciously or by way of protest or strikes labour
unrest
B War invasion or warlike operations hostile acts of sovereign or local government entities rebellion
revolution insurrection or military or usurped power
C Cyberattack or cyber intrusion damage to any computer or other equipment or component or system or
item which processes stores transmits or retrieves data or any part thereof whether tangible or intangible
including but without limitation any information or programs or software and whether the property of the
Insured or not where such Damage is caused by Virus or Similar Mechanism or Hacking or Denial of
Service Attack including any loss of use reduction in functionality cost expense of whatsoever nature
resulting therefrom
3 This Section does not cover any claim of whatsoever nature directly or indirectly covered under any marine
aviation transit and motor certificates or policies
4 This Section does not cover any claim of whatsoever nature directly or indirectly in respect of
A",exclus to section 3 the general exclus of the polici shall not appli to insur provid under this section the follow exclus shall appli to this section unless state otherwis 1 the insur shall not be liabl for ani amount of the excess as specifi with respect to the section 1 and 2 or individu coverag under the section 2 the insur shall not be liabl for ani claim of whatsoev natur direct or indirect caus by or occas by or happen through or in consequ of a riot civil commot vandal or other person act malici or by way of protest or strike labour unrest b war invas or warlik oper hostil act of sovereign or local govern entiti rebellion revolut insurrect or militari or usurp power c cyberattack or cyber intrus damag to ani comput or other equip or compon or system or item which process store transmit or retriev data or ani part thereof whether tangibl or intang includ but without limit ani inform or program or softwar and whether the properti of the insur or not where such damag is caus by virus or similar mechan or hack or denial of servic attack includ ani loss of use reduct in function cost expens of whatsoev natur result therefrom 3 this section doe not cover ani claim of whatsoev natur direct or indirect cover under ani marin aviat transit and motor certif or polici 4 this section doe not cover ani claim of whatsoev natur direct or indirect in respect of a,"exclusion to Section 3 
 the General Exclusions of the policy shall not apply to insurance provide under this section 
 the follow Exclusions shall apply to this section unless state otherwise 
 1 the Insurer shall not be liable for any amount of the Excess as specify with respect to the section 1 and 2 
 or individual coverage under the section 
 2 the Insurer shall not be liable for any claim of whatsoever nature directly or indirectly cause by or 
 occasion by or happen through or in consequence of 
 a Riot civil commotion vandal or other person act maliciously or by way of protest or strike labour 
 unrest 
 B War invasion or warlike operation hostile act of sovereign or local government entity rebellion 
 revolution insurrection or military or usurped power 
 C Cyberattack or cyber intrusion damage to any computer or other equipment or component or system or 
 item which process store transmit or retrieve datum or any part thereof whether tangible or intangible 
 include but without limitation any information or program or software and whether the property of the 
 insured or not where such damage be cause by Virus or similar Mechanism or Hacking or Denial of 
 Service Attack include any loss of use reduction in functionality cost expense of whatsoever nature 
 result therefrom 
 3 this section do not cover any claim of whatsoever nature directly or indirectly cover under any marine 
 aviation transit and motor certificate or policy 
 4 this section do not cover any claim of whatsoever nature directly or indirectly in respect of 
 a","['1', '1', '2', '2', '3', '3', '4', 'a', 'a', 'act', 'act', 'amount', 'and', 'and', 'and', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'any', 'apply', 'apply', 'as', 'attack', 'aviation', 'b', 'be', 'be', 'be', 'but', 'by', 'by', 'by', 'by', 'c', 'cause', 'cause', 'certificate', 'civil', 'claim', 'claim', 'claim', 'commotion', 'component', 'computer', 'consequence', 'cost', 'cover', 'cover', 'cover', 'coverage', 'cyber', 'cyberattack', 'damage', 'damage', 'datum', 'denial', 'directly', 'directly', 'directly', 'do', 'do', 'entity', 'equipment', 'excess', 'exclusion', 'exclusions', 'exclusions', 'expense', 'follow', 'for', 'for', 'functionality', 'general', 'government', 'hacking', 'happen', 'hostile', 'in', 'in', 'in', 'include', 'include', 'indirectly', 'indirectly', 'indirectly', 'individual', 'information', 'insurance', 'insured', 'insurer', 'insurer', 'insurrection', 'intangible', 'intrusion', 'invasion', 'item', 'labour', 'liable', 'liable', 'limitation', 'local', 'loss', 'maliciously', 'marine', 'mechanism', 'military', 'motor', 'nature', 'nature', 'nature', 'nature', 'not', 'not', 'not', 'not', 'not', 'not', 'occasion', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'operation', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'otherwise', 'part', 'person', 'policy', 'policy', 'power', 'process', 'program', 'property', 'protest', 'provide', 'rebellion', 'reduction', 'respect', 'respect', 'result', 'retrieve', 'revolution', 'riot', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'service', 'shall', 'shall', 'shall', 'shall', 'similar', 'software', 'sovereign', 'specify', 'state', 'store', 'strike', 'such', 'system', 'tangible', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'therefrom', 'thereof', 'this', 'this', 'this', 'this', 'through', 'to', 'to', 'to', 'to', 'to', 'transit', 'transmit', 'under', 'under', 'under', 'unless', 'unrest', 'use', 'usurped', 'vandal', 'virus', 'war', 'warlike', 'way', 'whatsoever', 'whatsoever', 'whatsoever', 'whatsoever', 'where', 'whether', 'whether', 'which', 'with', 'without']","['1', '1', '2', '2', '3', '3', '4', 'a', 'a', 'act', 'act', 'amount', 'and', 'and', 'and', 'ani', 'ani', 'ani', 'ani', 'ani', 'ani', 'ani', 'ani', 'ani', 'appli', 'appli', 'as', 'attack', 'aviat', 'b', 'be', 'be', 'but', 'by', 'by', 'by', 'by', 'c', 'caus', 'caus', 'certif', 'civil', 'claim', 'claim', 'claim', 'commot', 'compon', 'comput', 'consequ', 'cost', 'cover', 'cover', 'cover', 'coverag', 'cyber', 'cyberattack', 'damag', 'damag', 'data', 'denial', 'direct', 'direct', 'direct', 'doe', 'doe', 'entiti', 'equip', 'excess', 'exclus', 'exclus', 'exclus', 'expens', 'follow', 'for', 'for', 'function', 'general', 'govern', 'hack', 'happen', 'hostil', 'in', 'in', 'in', 'includ', 'includ', 'indirect', 'indirect', 'indirect', 'individu', 'inform', 'insur', 'insur', 'insur', 'insur', 'insurrect', 'intang', 'intrus', 'invas', 'is', 'item', 'labour', 'liabl', 'liabl', 'limit', 'local', 'loss', 'malici', 'marin', 'mechan', 'militari', 'motor', 'natur', 'natur', 'natur', 'natur', 'not', 'not', 'not', 'not', 'not', 'not', 'occas', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'of', 'oper', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'or', 'other', 'other', 'otherwis', 'part', 'person', 'polici', 'polici', 'power', 'process', 'program', 'properti', 'protest', 'provid', 'rebellion', 'reduct', 'respect', 'respect', 'result', 'retriev', 'revolut', 'riot', 'section', 'section', 'section', 'section', 'section', 'section', 'section', 'servic', 'shall', 'shall', 'shall', 'shall', 'similar', 'softwar', 'sovereign', 'specifi', 'state', 'store', 'strike', 'such', 'system', 'tangibl', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'therefrom', 'thereof', 'this', 'this', 'this', 'this', 'through', 'to', 'to', 'to', 'to', 'to', 'transit', 'transmit', 'under', 'under', 'under', 'unless', 'unrest', 'use', 'usurp', 'vandal', 'virus', 'war', 'warlik', 'way', 'whatsoev', 'whatsoev', 'whatsoev', 'whatsoev', 'where', 'whether', 'whether', 'which', 'with', 'without']"
"residential property houses other dwellings insured in the name of a private individual unless
such property is insured in the private individual’s commercial capacity as the landlord of the
tenanted property",residenti properti hous other dwell insur in the name of a privat individu unless such properti is insur in the privat individu commerci capac as the landlord of the tenant properti,"residential property house other dwelling insure in the name of a private individual unless 
 such property be insure in the private individual ’s commercial capacity as the landlord of the 
 tenant property","['a', 'as', 'be', 'capacity', 'commercial', 'dwelling', 'house', 'in', 'in', 'individual', 'individual', 'insure', 'insure', 'landlord', 'name', 'of', 'of', 'other', 'private', 'private', 'property', 'property', 'property', 'residential', 'such', 'tenant', 'the', 'the', 'the', 'the', 'unless', '’s']","['a', 'as', 'capac', 'commerci', 'dwell', 'hous', 'in', 'in', 'individu', 'individu', 'insur', 'insur', 'is', 'landlord', 'name', 'of', 'of', 'other', 'privat', 'privat', 'properti', 'properti', 'properti', 'residenti', 'such', 'tenant', 'the', 'the', 'the', 'the', 'unless']"
"any Damage to any property at a nuclear installation or nuclear reactor and all fixtures and
fitting attached thereto which serve in anyway such nuclear installations or nuclear reactors",ani damag to ani properti at a nuclear instal or nuclear reactor and all fixtur and fit attach thereto which serv in anyway such nuclear instal or nuclear reactor,"any damage to any property at a nuclear installation or nuclear reactor and all fixture and 
 fit attach thereto which serve in anyway such nuclear installation or nuclear reactor","['a', 'all', 'and', 'and', 'any', 'any', 'anyway', 'at', 'attach', 'damage', 'fit', 'fixture', 'in', 'installation', 'installation', 'nuclear', 'nuclear', 'nuclear', 'nuclear', 'or', 'or', 'property', 'reactor', 'reactor', 'serve', 'such', 'thereto', 'to', 'which']","['a', 'all', 'and', 'and', 'ani', 'ani', 'anyway', 'at', 'attach', 'damag', 'fit', 'fixtur', 'in', 'instal', 'instal', 'nuclear', 'nuclear', 'nuclear', 'nuclear', 'or', 'or', 'properti', 'reactor', 'reactor', 'serv', 'such', 'thereto', 'to', 'which']"
"5 The insurance by this Section is subject otherwise to all the terms and conditions of this policy except that
any
A long term undertaking applying to this Policy
B terms which provide for adjustments of premium based upon declarations on expiry or during the Period of
Insurance
will not apply to losses covered under this Section",5 the insur by this section is subject otherwis to all the term and condit of this polici except that ani a long term undertak appli to this polici b term which provid for adjust of premium base upon declar on expiri or dure the period of insur will not appli to loss cover under this section,"5 the insurance by this section be subject otherwise to all the term and condition of this policy except that 
 any 
 a long term undertaking apply to this policy 
 b term which provide for adjustment of premium base upon declaration on expiry or during the Period of 
 insurance 
 will not apply to loss cover under this section","['5', 'a', 'adjustment', 'all', 'and', 'any', 'apply', 'apply', 'b', 'base', 'be', 'by', 'condition', 'cover', 'declaration', 'during', 'except', 'expiry', 'for', 'insurance', 'insurance', 'long', 'loss', 'not', 'of', 'of', 'of', 'on', 'or', 'otherwise', 'period', 'policy', 'policy', 'premium', 'provide', 'section', 'section', 'subject', 'term', 'term', 'term', 'that', 'the', 'the', 'the', 'this', 'this', 'this', 'this', 'to', 'to', 'to', 'under', 'undertaking', 'upon', 'which', 'will']","['5', 'a', 'adjust', 'all', 'and', 'ani', 'appli', 'appli', 'b', 'base', 'by', 'condit', 'cover', 'declar', 'dure', 'except', 'expiri', 'for', 'insur', 'insur', 'is', 'long', 'loss', 'not', 'of', 'of', 'of', 'on', 'or', 'otherwis', 'period', 'polici', 'polici', 'premium', 'provid', 'section', 'section', 'subject', 'term', 'term', 'term', 'that', 'the', 'the', 'the', 'this', 'this', 'this', 'this', 'to', 'to', 'to', 'under', 'undertak', 'upon', 'which', 'will']"
"Section 4
Property Owners Liability
Insuring Clause
The Insurer will indemnify the Insured and any Additional Insured
1",section 4 properti owner liabil insur claus the insur will indemnifi the insur and ani addit insur 1,"section 4 
 Property Owners Liability 
 Insuring clause 
 the Insurer will indemnify the insured and any additional insure 
 1","['1', '4', 'additional', 'and', 'any', 'clause', 'indemnify', 'insure', 'insured', 'insurer', 'insuring', 'liability', 'owners', 'property', 'section', 'the', 'the', 'will']","['1', '4', 'addit', 'and', 'ani', 'claus', 'indemnifi', 'insur', 'insur', 'insur', 'insur', 'liabil', 'owner', 'properti', 'section', 'the', 'the', 'will']"
"against legal liability for damages and claimant’s costs and expenses in respect of
a Injury to any person
b Damage to Property
c Nuisance
d Personal Injury
occurring during the Period of Insurance within the Territorial Limits in connection with the Business",against legal liabil for damag and claimant cost and expens in respect of a injuri to ani person b damag to properti c nuisanc d person injuri occur dure the period of insur within the territori limit in connect with the busi,"against legal liability for damage and claimant ’s cost and expense in respect of 
 a injury to any person 
 b damage to property 
 c nuisance 
 d Personal Injury 
 occur during the Period of Insurance within the Territorial Limits in connection with the business","['a', 'against', 'and', 'and', 'any', 'b', 'business', 'c', 'claimant', 'connection', 'cost', 'd', 'damage', 'damage', 'during', 'expense', 'for', 'in', 'in', 'injury', 'injury', 'insurance', 'legal', 'liability', 'limits', 'nuisance', 'occur', 'of', 'of', 'period', 'person', 'personal', 'property', 'respect', 'territorial', 'the', 'the', 'the', 'to', 'to', 'with', 'within', '’s']","['a', 'against', 'and', 'and', 'ani', 'b', 'busi', 'c', 'claimant', 'connect', 'cost', 'd', 'damag', 'damag', 'dure', 'expens', 'for', 'in', 'in', 'injuri', 'injuri', 'insur', 'legal', 'liabil', 'limit', 'nuisanc', 'occur', 'of', 'of', 'period', 'person', 'person', 'properti', 'respect', 'territori', 'the', 'the', 'the', 'to', 'to', 'with', 'within']"
"in respect of Legal Costs incurred with the written consent of the Insurer in connection with any Incident which
is or may be the subject of indemnity under 1 above",in respect of legal cost incur with the written consent of the insur in connect with ani incid which is or may be the subject of indemn under 1 abov,"in respect of Legal cost incur with the write consent of the Insurer in connection with any Incident which 
 be or may be the subject of indemnity under 1 above","['1', 'above', 'any', 'be', 'be', 'connection', 'consent', 'cost', 'in', 'in', 'incident', 'incur', 'indemnity', 'insurer', 'legal', 'may', 'of', 'of', 'of', 'or', 'respect', 'subject', 'the', 'the', 'the', 'under', 'which', 'with', 'with', 'write']","['1', 'abov', 'ani', 'be', 'connect', 'consent', 'cost', 'in', 'in', 'incid', 'incur', 'indemn', 'insur', 'is', 'legal', 'may', 'of', 'of', 'of', 'or', 'respect', 'subject', 'the', 'the', 'the', 'under', 'which', 'with', 'with', 'written']"
