paragraph,stemmed,tokenized
"• where we necessarily incur unrecoverable legal
expenses during the claim validation process or you
are unable to recover legal expenses at the end of the
claim if the unrecovered legal expenses incurred are
less than the excess payment received we will refund
you the difference between the two figures",• where we necessarili incur unrecover legal expens dure the claim valid process or you are unabl to recov legal expens at the end of the claim if the unrecov legal expens incur are less than the excess payment receiv we will refund you the differ between the two figur,"• where we necessarily incur unrecoverable legal 
 expense during the claim validation process or you 
 be unable to recover legal expense at the end of the 
 claim if the unrecovered legal expense incur be 
 less than the excess payment receive we will refund 
 you the difference between the two figure"
"Helpful advice when making a claim
Your insurance policy comes with a number of great
features to help keep your business up and running
These additional features do not come with standard
policies and have been designed especially for small
businesses in mind",help advic when make a claim your insur polici come with a number of great featur to help keep your busi up and run these addit featur do not come with standard polici and have been design especi for small busi in mind,"helpful advice when make a claim 
 your insurance policy come with a number of great 
 feature to help keep your business up and run 
 these additional feature do not come with standard 
 policy and have be design especially for small 
 business in mind"
"Keeping your business up and
running
• in the event of an emergency we will send out a
repairer to make your premises secure within 24 hours
– even during the night
• you should carry out any emergency action to protect
your property from further damage eg turning off
main services or to make it waterproof or secure If
emergency work has been completed on your own
authority please contact us before permanent repairs
begin",keep your busi up and run • in the event of an emerg we will send out a repair to make your premis secur within 24 hour – even dure the night • you should carri out ani emerg action to protect your properti from further damag eg turn off main servic or to make it waterproof or secur if emerg work has been complet on your own author pleas contact us befor perman repair begin,"keep your business up and 
 run 
 • in the event of an emergency we will send out a 
 repairer to make your premise secure within 24 hour 
 – even during the night 
 • you should carry out any emergency action to protect 
 your property from further damage eg turn off 
 main service or to make it waterproof or secure if 
 emergency work have be complete on your own 
 authority please contact we before permanent repair 
 begin"
"Allianz understands how important your employees are to
your business This is why in the unfortunate event of
serious injury to your employees we provide a medically
trained rehabilitation team to work with your employees
getting them back to health and back to work as quickly
as possible
If an employee or someone else is holding you responsible
for injury to them or for damage to their property then
you should tell us promptly and send any letters writs or
summons to us unanswered
Please ensure that your responsibility for injury to
someone or damage to their property is not discussed
with or admitted to anyone else",allianz understand how import your employe are to your busi this is whi in the unfortun event of serious injuri to your employe we provid a medic train rehabilit team to work with your employe get them back to health and back to work as quick as possibl if an employe or someon els is hold you respons for injuri to them or for damag to their properti then you should tell us prompt and send ani letter writ or summon to us unansw pleas ensur that your respons for injuri to someon or damag to their properti is not discuss with or admit to anyon els,"Allianz understand how important your employee be to 
 your business this be why in the unfortunate event of 
 serious injury to your employee we provide a medically 
 train rehabilitation team to work with your employee 
 get they back to health and back to work as quickly 
 as possible 
 if an employee or someone else be hold you responsible 
 for injury to they or for damage to their property then 
 you should tell we promptly and send any letter writ or 
 summon to we unanswered 
 please ensure that your responsibility for injury to 
 someone or damage to their property be not discuss 
 with or admit to anyone else"
"Following a claim
After a claim it may be helpful for you to review your
insurance risks and how well your business is managing
them Risk Director allows you to identify and manage the
risks that are most pertinent to your business The range
of tools and templates available online make risk
management quick and easy Risk Director can be
accessed at wwwriskdirectorcouk",follow a claim after a claim it may be help for you to review your insur risk and how well your busi is manag them risk director allow you to identifi and manag the risk that are most pertin to your busi the rang of tool and templat avail onlin make risk manag quick and easi risk director can be access at wwwriskdirectorcouk,"follow a claim 
 after a claim it may be helpful for you to review your 
 insurance risk and how well your business be manage 
 they Risk Director allow you to identify and manage the 
 risk that be most pertinent to your business the range 
 of tool and template available online make risk 
 management quick and easy risk Director can be 
 access at wwwriskdirectorcouk"
"How to Contact Allianz
Should you wish to discuss your insurance needs or make
any changes to your policy you can do so via
Post Barclays Business Insurance
co Allianz Insurance plc
PO Box 883
Lancaster
LA1 9JA
Telephone 0344 209 6096
Lines are open Monday to Friday 8am to 6pm",how to contact allianz should you wish to discuss your insur need or make ani chang to your polici you can do so via post barclay busi insur co allianz insur plc po box 883 lancast la1 9ja telephon 0344 209 6096 line are open monday to friday 8am to 6pm,"how to Contact Allianz 
 should you wish to discuss your insurance need or make 
 any change to your policy you can do so via 
 Post Barclays Business Insurance 
 co Allianz Insurance plc 
 PO Box 883 
 lancaster 
 LA1 9ja 
 Telephone 0344 209 6096 
 line be open Monday to Friday 8 am to 6 pm"
"Claims Handling Centres
You can notify Allianz of a claim by
Telephone 0344 893 9639
Post Barclays Claims Centre
500 Avebury Boulevard
Milton Keynes
MK9 2XX
Online wwwbarclayscoukBusinessinsurance
Our claims helpline is available 24 hours a day 7 days a
week",claim handl centr you can notifi allianz of a claim by telephon 0344 893 9639 post barclay claim centr 500 aveburi boulevard milton keyn mk9 2xx onlin wwwbarclayscoukbusinessinsur our claim helplin is avail 24 hour a day 7 day a week,"claim Handling centre 
 you can notify Allianz of a claim by 
 Telephone 0344 893 9639 
 Post Barclays claim Centre 
 500 Avebury Boulevard 
 Milton Keynes 
 MK9 2xx 
 Online wwwbarclayscoukbusinessinsurance 
 our claim helpline be available 24 hour a day 7 day a 
 week"
"If you have a Commercial Legal Expenses claim you can
notify Allianz Legal Protection by contacting the
Lawphone Legal Advice Helpline on 0344 873 0845
quoting the Master Policy reference shown in the policy
schedule
Post The Claims Department
Allianz Legal Protection
2530 The Quadrant
Aztec West
Almondsbury
Bristol
BS32 4AW
Lines are open 24 hours a day 7 days a week",if you have a commerci legal expens claim you can notifi allianz legal protect by contact the lawphon legal advic helplin on 0344 873 0845 quot the master polici refer shown in the polici schedul post the claim depart allianz legal protect 2530 the quadrant aztec west almondsburi bristol bs32 4aw line are open 24 hour a day 7 day a week,"if you have a commercial Legal Expenses claim you can 
 notify Allianz Legal Protection by contact the 
 Lawphone Legal Advice Helpline on 0344 873 0845 
 quote the Master Policy reference show in the policy 
 schedule 
 Post The Claims Department 
 Allianz Legal Protection 
 2530 the quadrant 
 aztec West 
 Almondsbury 
 Bristol 
 BS32 4aw 
 line be open 24 hour a day 7 day a week"
"How Allianz Handles Complaints
Allianz aims to get it right first time every time If we
make a mistake we will try to put it right promptly",how allianz handl complaint allianz aim to get it right first time everi time if we make a mistak we will tri to put it right prompt,"how Allianz handle Complaints 
 Allianz aim to get it right first time every time if we 
 make a mistake we will try to put it right promptly"
"We will always confirm to you receipt of your complaint
within 5 working days and do our best to resolve it within
4 weeks If we cannot we will let you know when an
answer may be expected",we will alway confirm to you receipt of your complaint within 5 work day and do our best to resolv it within 4 week if we cannot we will let you know when an answer may be expect,"we will always confirm to you receipt of your complaint 
 within 5 working day and do our good to resolve it within 
 4 week if we can not we will let you know when an 
 answer may be expect"
"Customer Satisfaction Manager
Barclays Business Insurance
co Allianz Insurance plc
PO Box 883
Lancaster
LA1 9JA",custom satisfact manag barclay busi insur co allianz insur plc po box 883 lancast la1 9ja,"customer Satisfaction Manager 
 Barclays Business Insurance 
 co Allianz Insurance plc 
 PO Box 883 
 lancaster 
 LA1 9ja"
"If we have not resolved the situation within 8 weeks we
will provide you with information about the Financial
Ombudsman Service",if we have not resolv the situat within 8 week we will provid you with inform about the financi ombudsman servic,"if we have not resolve the situation within 8 week we 
 will provide you with information about the financial 
 Ombudsman Service"
"Telephone 0344 871 6619
Fax 0344 871 8757
Email BBIcomplaintsallianzcouk
Lines are open Monday to Friday 8am to 6pm
Using our complaints procedure or referral to the Financial
Ombudsman Service does not affect your legal rights",telephon 0344 871 6619 fax 0344 871 8757 email bbicomplaintsallianzcouk line are open monday to friday 8am to 6pm use our complaint procedur or referr to the financi ombudsman servic doe not affect your legal right,"telephone 0344 871 6619 
 Fax 0344 871 8757 
 Email bbicomplaintsallianzcouk 
 line be open Monday to Friday 8 am to 6 pm 
 use our complaint procedure or referral to the financial 
 Ombudsman Service do not affect your legal right"
"Insuring Clause
In consideration of payment of the premium the Insurer
will indemnify or otherwise compensate the Insured
against loss destruction damage injury liability or dispute
as described in and subject to the terms conditions limits
and exclusions of this Policy or any Section of it occurring
or arising in connection with the Business during the
Period of Insurance or any subsequent period for which the
Insurer agrees to accept a renewal premium
For Allianz Insurance plc",insur claus in consider of payment of the premium the insur will indemnifi or otherwis compens the insur against loss destruct damag injuri liabil or disput as describ in and subject to the term condit limit and exclus of this polici or ani section of it occur or aris in connect with the busi dure the period of insur or ani subsequ period for which the insur agre to accept a renew premium for allianz insur plc,"insure Clause 
 in consideration of payment of the premium the Insurer 
 will indemnify or otherwise compensate the insure 
 against loss destruction damage injury liability or dispute 
 as describe in and subject to the term condition limit 
 and exclusion of this policy or any section of it occur 
 or arise in connection with the Business during the 
 Period of Insurance or any subsequent period for which the 
 Insurer agree to accept a renewal premium 
 for Allianz Insurance plc"
"Policy Definitions
The following definitions apply to this Policy unless amended by Section
Definitions and are denoted by a capital first letter throughout this Policy
BuildingBuildings
The buildings at the Premises being unless more
specifically described built mainly of brick stone concrete
or other noncombustible materials including
• landlord’s fixtures and fittings including communal
television and radio receiving aerials satellite dishes
and related fittings on or in residential Premises fixed
glass fixed sanitaryware walls gates and fences in on
or pertaining to the buildings",polici definit the follow definit appli to this polici unless amend by section definit and are denot by a capit first letter throughout this polici buildingbuild the build at the premis be unless more specif describ built main of brick stone concret or other noncombust materi includ • landlord fixtur and fit includ communal televis and radio receiv aerial satellit dish and relat fit on or in residenti premis fix glass fix sanitarywar wall gate and fenc in on or pertain to the build,"Policy Definitions 
 the follow definition apply to this policy unless amend by section 
 definition and be denote by a capital first letter throughout this policy 
 buildingbuilding 
 the building at the Premises be unless more 
 specifically describe build mainly of brick stone concrete 
 or other noncombustible material include 
 • landlord ’s fixture and fitting include communal 
 television and radio receive aerial satellite dish 
 and related fitting on or in residential Premises fix 
 glass fix sanitaryware wall gate and fence in on 
 or pertain to the building"
"• roads car parks yards paved areas hardsurfaced
areas pavements and footpaths at the Premises
Business
The business description stated in the Schedule
Contents
Contents of Common Parts and All Other Contents
Contents of Common Parts",• road car park yard pave area hardsurfac area pavement and footpath at the premis busi the busi descript state in the schedul content content of common part and all other content content of common part,"• road car park yard pave area hardsurface 
 area pavement and footpath at the Premises 
 business 
 the business description state in the Schedule 
 Contents 
 Contents of Common Parts and all Other Contents 
 Contents of Common Parts"
"• telephone gas water and electric instruments meters
piping cabling and the like and their accessories in on
or pertaining to the buildings including such property
in adjoining yards or roadways or underground at the
Premises and extending to the public mains",• telephon gas water and electr instrument meter pipe cabl and the like and their accessori in on or pertain to the build includ such properti in adjoin yard or roadway or underground at the premis and extend to the public main,"• telephone gas water and electric instrument meter 
 piping cabling and the like and their accessory in on 
 or pertain to the building include such property 
 in adjoining yard or roadway or underground at the 
 Premises and extend to the public main"
"• small outside buildings annexes gangways
conveniences and other small structures at
the Premises",• small outsid build annex gangway conveni and other small structur at the premis,"• small outside building annexe gangway 
 convenience and other small structure at 
 the premise"
"Fitted carpets furnishings and other contents in reception
and storage areas and other communal parts of the
Buildings including",fit carpet furnish and other content in recept and storag area and other communal part of the build includ,"fitted carpet furnishing and other content in reception 
 and storage area and other communal part of the 
 Buildings include"
"The parts of this Policy that detail the insurance cover
provided for each individual section of this Policy",the part of this polici that detail the insur cover provid for each individu section of this polici,"the part of this policy that detail the insurance cover 
 provide for each individual section of this policy"
"Period of Insurance
The period from the Effective Date to the Renewal Date
as shown in the Schedule
Policy
The documents described in the Introduction",period of insur the period from the effect date to the renew date as shown in the schedul polici the document describ in the introduct,"period of insurance 
 the period from the Effective Date to the Renewal Date 
 as show in the Schedule 
 policy 
 the document describe in the introduction"
"All Other Contents
Any contents that are not Contents of Common
Parts including
• deeds documents manuscripts and business books
but only for the cost of the materials and clerical labour
incurred in reproducing such records",all other content ani content that are not content of common part includ • deed document manuscript and busi book but onli for the cost of the materi and cleric labour incur in reproduc such record,"all Other content 
 any content that be not Contents of Common 
 Parts include 
 • deed document manuscript and business book 
 but only for the cost of the material and clerical labour 
 incur in reproduce such record"
"Premises
Address as stated in the Schedule
PropertyProperty Insured
Buildings Contents of Common Parts All Other Contents
and other Property belonging to the Insured or for which
the Insured is responsible as shown andor described in
the Schedule
The Insurer agrees to accept the heading under which
any Property or other item has been entered in the books
of the Insured
Resident
The owner lessee or tenant of any self contained unit of
residential accommodation forming part of the Building
andor members of their household",premis address as state in the schedul propertyproperti insur build content of common part all other content and other properti belong to the insur or for which the insur is respons as shown andor describ in the schedul the insur agre to accept the head under which ani properti or other item has been enter in the book of the insur resid the owner lesse or tenant of ani self contain unit of residenti accommod form part of the build andor member of their household,"premise 
 Address as state in the Schedule 
 PropertyProperty insure 
 Buildings Contents of Common Parts all Other content 
 and other property belong to the Insured or for which 
 the Insured be responsible as show andor describe in 
 the Schedule 
 the Insurer agree to accept the heading under which 
 any property or other item have be enter in the book 
 of the insure 
 Resident 
 the owner lessee or tenant of any self contain unit of 
 residential accommodation form part of the building 
 andor member of their household"
"• computer systems records but only for the cost of the
materials and of clerical labour and computer time
incurred in reproducing such records for an amount
not exceeding £10000 in total and so far as they are
not otherwise insured
• partners’ directors’ and employees’ personal effects of
every description other than motor vehicles whilst at
the Premises for an amount not exceeding £500 for
any one person
Unoccupied
Any Building or part of any Building which is unfurnished
or untenanted or no longer in active use for a period
exceeding 30 consecutive days",• comput system record but onli for the cost of the materi and of cleric labour and comput time incur in reproduc such record for an amount not exceed £10000 in total and so far as they are not otherwis insur • partner director and employe person effect of everi descript other than motor vehicl whilst at the premis for an amount not exceed £500 for ani one person unoccupi ani build or part of ani build which is unfurnish or unten or no longer in activ use for a period exceed 30 consecut day,"• computer system record but only for the cost of the 
 material and of clerical labour and computer time 
 incur in reproduce such record for an amount 
 not exceed £ 10000 in total and so far as they be 
 not otherwise insure 
 • partner ’ director ' and employee ’ personal effect of 
 every description other than motor vehicle whilst at 
 the Premises for an amount not exceed £ 500 for 
 any one person 
 unoccupied 
 any building or part of any building which be unfurnishe 
 or untenanted or no long in active use for a period 
 exceed 30 consecutive day"
"Schedule
The part of this Policy that details information forming
part of this contract and that shows the Sections of this
Policy selected",schedul the part of this polici that detail inform form part of this contract and that show the section of this polici select,"schedule 
 the part of this policy that detail information form 
 part of this contract and that show the section of this 
 policy select"
"1 Fair Presentation of the Risk
a The Insured must make a fair presentation of the
risk to the Insurer at inception renewal and variation
of the Policy",1 fair present of the risk a the insur must make a fair present of the risk to the insur at incept renew and variat of the polici,"1 Fair Presentation of the risk 
 a the Insured must make a fair presentation of the 
 risk to the Insurer at inception renewal and variation 
 of the policy"
"2 Reasonable Precautions
The Insured shall take all reasonable care
a to prevent accident and any injury or damage
b to observe and comply with statutory or local
authority laws obligations and requirements
c in the selection and supervision of employees",2 reason precaut the insur shall take all reason care a to prevent accid and ani injuri or damag b to observ and compli with statutori or local author law oblig and requir c in the select and supervis of employe,"2 Reasonable precaution 
 the Insured shall take all reasonable care 
 a to prevent accident and any injury or damage 
 b to observe and comply with statutory or local 
 authority law obligation and requirement 
 c in the selection and supervision of employee"
