paragraph,stemmed,tokenized,posting_list,posting_list_stemmed
"In addition under COVERAGE B we do not
cover other structures
a used in whole or in part for any business
or
b rented or held for rental to any person not a
resident of the dwelling unless used solely
as a private garage",in addit under coverag b we do not cover other structur a use in whole or in part for ani busi or b rent or held for rental to ani person not a resid of the dwell unless use sole as a privat garag,"in addition under COVERAGE B we do not 
 cover other structure 
 a use in whole or in part for any business 
 or 
 b rent or hold for rental to any person not a 
 resident of the dwelling unless use solely 
 as a private garage","['a', 'a', 'a', 'addition', 'any', 'any', 'as', 'b', 'b', 'business', 'cover', 'coverage', 'do', 'dwelling', 'for', 'for', 'garage', 'hold', 'in', 'in', 'in', 'not', 'not', 'of', 'or', 'or', 'or', 'other', 'part', 'person', 'private', 'rent', 'rental', 'resident', 'solely', 'structure', 'the', 'to', 'under', 'unless', 'use', 'use', 'we', 'whole']","['a', 'a', 'a', 'addit', 'ani', 'ani', 'as', 'b', 'b', 'busi', 'cover', 'coverag', 'do', 'dwell', 'for', 'for', 'garag', 'held', 'in', 'in', 'in', 'not', 'not', 'of', 'or', 'or', 'or', 'other', 'part', 'person', 'privat', 'rent', 'rental', 'resid', 'sole', 'structur', 'the', 'to', 'under', 'unless', 'use', 'use', 'we', 'whole']"
"Under COVERAGE C we cover personal property
owned or used by any insured while it is anywhere in
the world
At your request we also cover personal property",under coverag c we cover person properti own or use by ani insur while it is anywher in the world at your request we also cover person properti,"under COVERAGE c we cover personal property 
 own or use by any insured while it be anywhere in 
 the world 
 at your request we also cover personal property","['also', 'any', 'anywhere', 'at', 'be', 'by', 'c', 'cover', 'cover', 'coverage', 'in', 'insured', 'it', 'or', 'own', 'personal', 'personal', 'property', 'property', 'request', 'the', 'under', 'use', 'we', 'we', 'while', 'world', 'your']","['also', 'ani', 'anywher', 'at', 'by', 'c', 'cover', 'cover', 'coverag', 'in', 'insur', 'is', 'it', 'or', 'own', 'person', 'person', 'properti', 'properti', 'request', 'the', 'under', 'use', 'we', 'we', 'while', 'world', 'your']"
"owned by others while the property is on the
part of the residence premises occupied
solely by persons defined as insureds or",own by other while the properti is on the part of the resid premis occupi sole by person defin as insur or,"own by other while the property be on the 
 part of the residence premise occupy 
 solely by person define as insured or","['as', 'be', 'by', 'by', 'define', 'insured', 'occupy', 'of', 'on', 'or', 'other', 'own', 'part', 'person', 'premise', 'property', 'residence', 'solely', 'the', 'the', 'the', 'while']","['as', 'by', 'by', 'defin', 'insur', 'is', 'occupi', 'of', 'on', 'or', 'other', 'own', 'part', 'person', 'premis', 'properti', 'resid', 'sole', 'the', 'the', 'the', 'while']"
"owned by a guest or a residence employee
while the property is in any residence occupied
by an insured",own by a guest or a resid employe while the properti is in ani resid occupi by an insur,"own by a guest or a residence employee 
 while the property be in any residence occupy 
 by an insure","['a', 'a', 'an', 'any', 'be', 'by', 'by', 'employee', 'guest', 'in', 'insure', 'occupy', 'or', 'own', 'property', 'residence', 'residence', 'the', 'while']","['a', 'a', 'an', 'ani', 'by', 'by', 'employe', 'guest', 'in', 'insur', 'is', 'occupi', 'or', 'own', 'properti', 'resid', 'resid', 'the', 'while']"
"Our limit of liability for personal property usually
located at an insureds residence other than the
residence premises is 10 of the limit of liability for
COVERAGE C Personal property in a newly
acquired principal residence is not subject to this
limitation for the 30 days from the time you begin to
move the property there
Our limit of liability for personal property owned or
used by an insured and located in a selfstorage
facility is 10 of the limit of liability for COVERAGE
C or 1000 whichever is greater However this
limitation does not apply to personal property moved
from the residence premises because the
residence premises is",our limit of liabil for person properti usual locat at an insur resid other than the resid premis is 10 of the limit of liabil for coverag c person properti in a newli acquir princip resid is not subject to this limit for the 30 day from the time you begin to move the properti there our limit of liabil for person properti own or use by an insur and locat in a selfstorag facil is 10 of the limit of liabil for coverag c or 1000 whichev is greater howev this limit doe not appli to person properti move from the resid premis becaus the resid premis is,"our limit of liability for personal property usually 
 locate at an insured residence other than the 
 residence premise be 10 of the limit of liability for 
 COVERAGE c personal property in a newly 
 acquire principal residence be not subject to this 
 limitation for the 30 day from the time you begin to 
 move the property there 
 our limit of liability for personal property own or 
 use by an insure and locate in a selfstorage 
 facility be 10 of the limit of liability for COVERAGE 
 C or 1000 whichever be great however this 
 limitation do not apply to personal property move 
 from the residence premise because the 
 residence premise be","['10', '10', '1000', '30', 'a', 'a', 'acquire', 'an', 'an', 'and', 'apply', 'at', 'be', 'be', 'be', 'be', 'be', 'because', 'begin', 'by', 'c', 'c', 'coverage', 'coverage', 'day', 'do', 'facility', 'for', 'for', 'for', 'for', 'for', 'from', 'from', 'great', 'however', 'in', 'in', 'insure', 'insured', 'liability', 'liability', 'liability', 'liability', 'limit', 'limit', 'limit', 'limit', 'limitation', 'limitation', 'locate', 'locate', 'move', 'move', 'newly', 'not', 'not', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'other', 'our', 'our', 'own', 'personal', 'personal', 'personal', 'personal', 'premise', 'premise', 'premise', 'principal', 'property', 'property', 'property', 'property', 'property', 'residence', 'residence', 'residence', 'residence', 'residence', 'selfstorage', 'subject', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'there', 'this', 'this', 'time', 'to', 'to', 'to', 'use', 'usually', 'whichever', 'you']","['10', '10', '1000', '30', 'a', 'a', 'acquir', 'an', 'an', 'and', 'appli', 'at', 'becaus', 'begin', 'by', 'c', 'c', 'coverag', 'coverag', 'day', 'doe', 'facil', 'for', 'for', 'for', 'for', 'for', 'from', 'from', 'greater', 'howev', 'in', 'in', 'insur', 'insur', 'is', 'is', 'is', 'is', 'is', 'liabil', 'liabil', 'liabil', 'liabil', 'limit', 'limit', 'limit', 'limit', 'limit', 'limit', 'locat', 'locat', 'move', 'move', 'newli', 'not', 'not', 'of', 'of', 'of', 'of', 'of', 'of', 'or', 'or', 'other', 'our', 'our', 'own', 'person', 'person', 'person', 'person', 'premis', 'premis', 'premis', 'princip', 'properti', 'properti', 'properti', 'properti', 'properti', 'resid', 'resid', 'resid', 'resid', 'resid', 'selfstorag', 'subject', 'than', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'the', 'there', 'this', 'this', 'time', 'to', 'to', 'to', 'use', 'usual', 'whichev', 'you']"
"WHAT PROPERTY IS COVERED SUBJECT TO
INDIVIDUAL LIMITS OF LIABILITY –
COVERAGE C
Individual limits of liability apply to certain categories
of personal property These limits do not increase the
COVERAGE C limit of liability The limit shown below
for each category is the most we will pay for each
loss to all property in that category The lowest
applicable limit shall apply to property that falls into
more than one category",what properti is cover subject to individu limit of liabil – coverag c individu limit of liabil appli to certain categori of person properti these limit do not increas the coverag c limit of liabil the limit shown below for each categori is the most we will pay for each loss to all properti in that categori the lowest applic limit shall appli to properti that fall into more than one categori,"what property be covered subject to 
 individual limit of LIABILITY – 
 coverage c 
 individual limit of liability apply to certain category 
 of personal property these limit do not increase the 
 COVERAGE c limit of liability the limit show below 
 for each category be the most we will pay for each 
 loss to all property in that category the low 
 applicable limit shall apply to property that fall into 
 more than one category","['all', 'applicable', 'apply', 'apply', 'be', 'be', 'below', 'c', 'c', 'category', 'category', 'category', 'category', 'certain', 'coverage', 'coverage', 'covered', 'do', 'each', 'each', 'fall', 'for', 'for', 'in', 'increase', 'individual', 'individual', 'into', 'liability', 'liability', 'liability', 'limit', 'limit', 'limit', 'limit', 'limit', 'limit', 'loss', 'low', 'more', 'most', 'not', 'of', 'of', 'of', 'of', 'one', 'pay', 'personal', 'property', 'property', 'property', 'property', 'shall', 'show', 'subject', 'than', 'that', 'that', 'the', 'the', 'the', 'the', 'these', 'to', 'to', 'to', 'to', 'we', 'what', 'will', '–']","['all', 'appli', 'appli', 'applic', 'below', 'c', 'c', 'categori', 'categori', 'categori', 'categori', 'certain', 'cover', 'coverag', 'coverag', 'do', 'each', 'each', 'fall', 'for', 'for', 'in', 'increas', 'individu', 'individu', 'into', 'is', 'is', 'liabil', 'liabil', 'liabil', 'limit', 'limit', 'limit', 'limit', 'limit', 'limit', 'loss', 'lowest', 'more', 'most', 'not', 'of', 'of', 'of', 'of', 'one', 'pay', 'person', 'properti', 'properti', 'properti', 'properti', 'shall', 'shown', 'subject', 'than', 'that', 'that', 'the', 'the', 'the', 'the', 'these', 'to', 'to', 'to', 'to', 'we', 'what', 'will', '–']"
"200 on money bank notes bullion gold other
than goldware silver other than silverware
platinum medals coins coin collections and
other numismatic property",200 on money bank note bullion gold other than goldwar silver other than silverwar platinum medal coin coin collect and other numismat properti,"200 on money bank note bullion gold other 
 than goldware silver other than silverware 
 platinum medal coin coin collection and 
 other numismatic property","['200', 'and', 'bank', 'bullion', 'coin', 'coin', 'collection', 'gold', 'goldware', 'medal', 'money', 'note', 'numismatic', 'on', 'other', 'other', 'other', 'platinum', 'property', 'silver', 'silverware', 'than', 'than']","['200', 'and', 'bank', 'bullion', 'coin', 'coin', 'collect', 'gold', 'goldwar', 'medal', 'money', 'note', 'numismat', 'on', 'other', 'other', 'other', 'platinum', 'properti', 'silver', 'silverwar', 'than', 'than']"
"1000 on securities accounts deeds
evidences of debt letters of credit notes other
than bank notes checks other negotiable
instruments stored value cards manuscripts
passports tickets personal records personal
data stamps stamp collections and other
philatelic property
This limit
a Applies regardless of the type of medium
on which these items are stored such as
paper films tapes or discs
b Includes the cost of researching retrieving
restoring or replacing any lost damaged
or destroyed information in these items",1000 on secur account deed evid of debt letter of credit note other than bank note check other negoti instrument store valu card manuscript passport ticket person record person data stamp stamp collect and other philatel properti this limit a appli regardless of the type of medium on which these item are store such as paper film tape or disc b includ the cost of research retriev restor or replac ani lost damag or destroy inform in these item,"1000 on security account deed 
 evidence of debt letter of credit note other 
 than bank note check other negotiable 
 instrument store value card manuscript 
 passport ticket personal record personal 
 datum stamp stamp collection and other 
 philatelic property 
 this limit 
 a Applies regardless of the type of medium 
 on which these item be store such as 
 paper film tape or disc 
 b include the cost of research retrieve 
 restoring or replace any lose damage 
 or destroy information in these item","['1000', 'a', 'account', 'and', 'any', 'applies', 'as', 'b', 'bank', 'be', 'card', 'check', 'collection', 'cost', 'credit', 'damage', 'datum', 'debt', 'deed', 'destroy', 'disc', 'evidence', 'film', 'in', 'include', 'information', 'instrument', 'item', 'item', 'letter', 'limit', 'lose', 'manuscript', 'medium', 'negotiable', 'note', 'note', 'of', 'of', 'of', 'of', 'of', 'on', 'on', 'or', 'or', 'or', 'other', 'other', 'other', 'paper', 'passport', 'personal', 'personal', 'philatelic', 'property', 'record', 'regardless', 'replace', 'research', 'restoring', 'retrieve', 'security', 'stamp', 'stamp', 'store', 'store', 'such', 'tape', 'than', 'the', 'the', 'these', 'these', 'this', 'ticket', 'type', 'value', 'which']","['1000', 'a', 'account', 'and', 'ani', 'appli', 'are', 'as', 'b', 'bank', 'card', 'check', 'collect', 'cost', 'credit', 'damag', 'data', 'debt', 'deed', 'destroy', 'disc', 'evid', 'film', 'in', 'includ', 'inform', 'instrument', 'item', 'item', 'letter', 'limit', 'lost', 'manuscript', 'medium', 'negoti', 'note', 'note', 'of', 'of', 'of', 'of', 'of', 'on', 'on', 'or', 'or', 'or', 'other', 'other', 'other', 'paper', 'passport', 'person', 'person', 'philatel', 'properti', 'record', 'regardless', 'replac', 'research', 'restor', 'retriev', 'secur', 'stamp', 'stamp', 'store', 'store', 'such', 'tape', 'than', 'the', 'the', 'these', 'these', 'this', 'ticket', 'type', 'valu', 'which']"
"1000 on camper bodies slideon campers or
camper shells not permanently attached to a
motorized vehicle",1000 on camper bodi slideon camper or camper shell not perman attach to a motor vehicl,"1000 on camper body slideon camper or 
 camper shell not permanently attach to a 
 motorize vehicle","['1000', 'a', 'attach', 'body', 'camper', 'camper', 'camper', 'motorize', 'not', 'on', 'or', 'permanently', 'shell', 'slideon', 'to', 'vehicle']","['1000', 'a', 'attach', 'bodi', 'camper', 'camper', 'camper', 'motor', 'not', 'on', 'or', 'perman', 'shell', 'slideon', 'to', 'vehicl']"
"1500 on watercraft including their trailers
coverings
furnishings
equipment
and
outboard engines or motors",1500 on watercraft includ their trailer cover furnish equip and outboard engin or motor,"1500 on watercraft include their trailer 
 covering 
 furnishing 
 equipment 
 and 
 outboard engine or motor","['1500', 'and', 'covering', 'engine', 'equipment', 'furnishing', 'include', 'motor', 'on', 'or', 'outboard', 'their', 'trailer', 'watercraft']","['1500', 'and', 'cover', 'engin', 'equip', 'furnish', 'includ', 'motor', 'on', 'or', 'outboard', 'their', 'trailer', 'watercraft']"
"2500 on property on the residence
premises used at any time or in any manner
for any business purpose",2500 on properti on the resid premis use at ani time or in ani manner for ani busi purpos,"2500 on property on the residence 
 premise use at any time or in any manner 
 for any business purpose","['2500', 'any', 'any', 'any', 'at', 'business', 'for', 'in', 'manner', 'on', 'on', 'or', 'premise', 'property', 'purpose', 'residence', 'the', 'time', 'use']","['2500', 'ani', 'ani', 'ani', 'at', 'busi', 'for', 'in', 'manner', 'on', 'on', 'or', 'premis', 'properti', 'purpos', 'resid', 'the', 'time', 'use']"
"500 on property away from the residence
premises used at any time in the past
present or future or in any manner for any
business purpose However this limit does not
apply to loss to adaptable portable electronic
equipment as described in Individual Limits of
Liability for provisions 14 15 and 16 below",500 on properti away from the resid premis use at ani time in the past present or futur or in ani manner for ani busi purpos howev this limit doe not appli to loss to adapt portabl electron equip as describ in individu limit of liabil for provis 14 15 and 16 below,"500 on property away from the residence 
 premise use at any time in the past 
 present or future or in any manner for any 
 business purpose however this limit do not 
 apply to loss to adaptable portable electronic 
 equipment as describe in Individual Limits of 
 Liability for provision 14 15 and 16 below","['14', '15', '16', '500', 'adaptable', 'and', 'any', 'any', 'any', 'apply', 'as', 'at', 'away', 'below', 'business', 'describe', 'do', 'electronic', 'equipment', 'for', 'for', 'from', 'future', 'however', 'in', 'in', 'in', 'individual', 'liability', 'limit', 'limits', 'loss', 'manner', 'not', 'of', 'on', 'or', 'or', 'past', 'portable', 'premise', 'present', 'property', 'provision', 'purpose', 'residence', 'the', 'the', 'this', 'time', 'to', 'to', 'use']","['14', '15', '16', '500', 'adapt', 'and', 'ani', 'ani', 'ani', 'appli', 'as', 'at', 'away', 'below', 'busi', 'describ', 'doe', 'electron', 'equip', 'for', 'for', 'from', 'futur', 'howev', 'in', 'in', 'in', 'individu', 'liabil', 'limit', 'limit', 'loss', 'manner', 'not', 'of', 'on', 'or', 'or', 'past', 'portabl', 'premis', 'present', 'properti', 'provis', 'purpos', 'resid', 'the', 'the', 'this', 'time', 'to', 'to', 'use']"
"1000 for loss by theft misplacing or losing
of
a jewelry and watches
b precious
and
semiprecious
stones
including items that derive their principal
value from precious or semiprecious
stones and
c furs whether used for utilitarian or
ornamental purposes This includes items
that derive their principal value from fur",1000 for loss by theft misplac or lose of a jewelri and watch b precious and semipreci stone includ item that deriv their princip valu from precious or semipreci stone and c fur whether use for utilitarian or ornament purpos this includ item that deriv their princip valu from fur,"1000 for loss by theft misplace or lose 
 of 
 a jewelry and watch 
 b precious 
 and 
 semiprecious 
 stone 
 include item that derive their principal 
 value from precious or semiprecious 
 stone and 
 c fur whether use for utilitarian or 
 ornamental purpose this include item 
 that derive their principal value from fur","['1000', 'a', 'and', 'and', 'and', 'b', 'by', 'c', 'derive', 'derive', 'for', 'for', 'from', 'from', 'fur', 'fur', 'include', 'include', 'item', 'item', 'jewelry', 'lose', 'loss', 'misplace', 'of', 'or', 'or', 'or', 'ornamental', 'precious', 'precious', 'principal', 'principal', 'purpose', 'semiprecious', 'semiprecious', 'stone', 'stone', 'that', 'that', 'theft', 'their', 'their', 'this', 'use', 'utilitarian', 'value', 'value', 'watch', 'whether']","['1000', 'a', 'and', 'and', 'and', 'b', 'by', 'c', 'deriv', 'deriv', 'for', 'for', 'from', 'from', 'fur', 'fur', 'includ', 'includ', 'item', 'item', 'jewelri', 'lose', 'loss', 'misplac', 'of', 'or', 'or', 'or', 'ornament', 'precious', 'precious', 'princip', 'princip', 'purpos', 'semipreci', 'semipreci', 'stone', 'stone', 'that', 'that', 'theft', 'their', 'their', 'this', 'use', 'utilitarian', 'valu', 'valu', 'watch', 'whether']"
"2500 for loss by theft misplacing or losing of
silverware silverplated ware goldware goldplated ware and pewterware including
a flatware hollowware tea or coffee sets
trays trophies or similar items and
b other utilitarian items made of or including
silver gold or pewter",2500 for loss by theft misplac or lose of silverwar silverpl ware goldwar goldplat ware and pewterwar includ a flatwar hollowwar tea or coffe set tray trophi or similar item and b other utilitarian item made of or includ silver gold or pewter,"2500 for loss by theft misplace or lose of 
 silverware silverplate ware goldware goldplated ware and pewterware include 
 a flatware hollowware tea or coffee set 
 tray trophy or similar item and 
 b other utilitarian item make of or include 
 silver gold or pewter","['2500', 'a', 'and', 'and', 'b', 'by', 'coffee', 'flatware', 'for', 'gold', 'goldplated', 'goldware', 'hollowware', 'include', 'include', 'item', 'item', 'lose', 'loss', 'make', 'misplace', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'other', 'pewter', 'pewterware', 'set', 'silver', 'silverplate', 'silverware', 'similar', 'tea', 'theft', 'tray', 'trophy', 'utilitarian', 'ware', 'ware']","['2500', 'a', 'and', 'and', 'b', 'by', 'coffe', 'flatwar', 'for', 'gold', 'goldplat', 'goldwar', 'hollowwar', 'includ', 'includ', 'item', 'item', 'lose', 'loss', 'made', 'misplac', 'of', 'of', 'or', 'or', 'or', 'or', 'or', 'other', 'pewter', 'pewterwar', 'set', 'silver', 'silverpl', 'silverwar', 'similar', 'tea', 'theft', 'tray', 'trophi', 'utilitarian', 'ware', 'ware']"
"2500 for loss by theft of valuable rugs
carpets tapestries and wallhangings whether
used for utilitarian or ornamental purposes",2500 for loss by theft of valuabl rug carpet tapestri and wallhang whether use for utilitarian or ornament purpos,"2500 for loss by theft of valuable rug 
 carpet tapestry and wallhanging whether 
 use for utilitarian or ornamental purpose","['2500', 'and', 'by', 'carpet', 'for', 'for', 'loss', 'of', 'or', 'ornamental', 'purpose', 'rug', 'tapestry', 'theft', 'use', 'utilitarian', 'valuable', 'wallhanging', 'whether']","['2500', 'and', 'by', 'carpet', 'for', 'for', 'loss', 'of', 'or', 'ornament', 'purpos', 'rug', 'tapestri', 'theft', 'use', 'utilitarian', 'valuabl', 'wallhang', 'whether']"
"a 10000 for loss by theft of tools from the
residence premises
b 2500 for loss by theft of tools while
located away from the residence
premises",a 10000 for loss by theft of tool from the resid premis b 2500 for loss by theft of tool while locat away from the resid premis,"a 10000 for loss by theft of tool from the 
 residence premise 
 b 2500 for loss by theft of tool while 
 locate away from the residence 
 premise","['10000', '2500', 'a', 'away', 'b', 'by', 'by', 'for', 'for', 'from', 'from', 'locate', 'loss', 'loss', 'of', 'of', 'premise', 'premise', 'residence', 'residence', 'the', 'the', 'theft', 'theft', 'tool', 'tool', 'while']","['10000', '2500', 'a', 'away', 'b', 'by', 'by', 'for', 'for', 'from', 'from', 'locat', 'loss', 'loss', 'of', 'of', 'premis', 'premis', 'resid', 'resid', 'the', 'the', 'theft', 'theft', 'tool', 'tool', 'while']"
"business while located on the residence
premises
b 1500 on electronic data processing
equipment while located away from the
residence premises
14",busi while locat on the resid premis b 1500 on electron data process equip while locat away from the resid premis 14,"business while locate on the residence 
 premise 
 b 1500 on electronic datum process 
 equipment while locate away from the 
 residence premise 
 14","['14', '1500', 'away', 'b', 'business', 'datum', 'electronic', 'equipment', 'from', 'locate', 'locate', 'on', 'on', 'premise', 'premise', 'process', 'residence', 'residence', 'the', 'the', 'while', 'while']","['14', '1500', 'away', 'b', 'busi', 'data', 'electron', 'equip', 'from', 'locat', 'locat', 'on', 'on', 'premis', 'premis', 'process', 'resid', 'resid', 'the', 'the', 'while', 'while']"
"1500 on portable electronic equipment that
a reproduces receives or transmits audio
visual or data signals
b is designed to be operated by more than
one power source one of which is a
motorized vehicle’s electrical system and
c is in or upon a motorized vehicle",1500 on portabl electron equip that a reproduc receiv or transmit audio visual or data signal b is design to be oper by more than one power sourc one of which is a motor vehicl electr system and c is in or upon a motor vehicl,"1500 on portable electronic equipment that 
 a reproduce receive or transmit audio 
 visual or datum signal 
 b be design to be operate by more than 
 one power source one of which be a 
 motorize vehicle ’s electrical system and 
 c be in or upon a motorize vehicle","['1500', 'a', 'a', 'a', 'and', 'audio', 'b', 'be', 'be', 'be', 'be', 'by', 'c', 'datum', 'design', 'electrical', 'electronic', 'equipment', 'in', 'more', 'motorize', 'motorize', 'of', 'on', 'one', 'one', 'operate', 'or', 'or', 'or', 'portable', 'power', 'receive', 'reproduce', 'signal', 'source', 'system', 'than', 'that', 'to', 'transmit', 'upon', 'vehicle', 'vehicle', 'visual', 'which', '’s']","['1500', 'a', 'a', 'a', 'and', 'audio', 'b', 'be', 'by', 'c', 'data', 'design', 'electr', 'electron', 'equip', 'in', 'is', 'is', 'is', 'more', 'motor', 'motor', 'of', 'on', 'one', 'one', 'oper', 'or', 'or', 'or', 'portabl', 'power', 'receiv', 'reproduc', 'signal', 'sourc', 'system', 'than', 'that', 'to', 'transmit', 'upon', 'vehicl', 'vehicl', 'visual', 'which']"
"1500 on property away from the residence
premises used primarily for business
purposes However this limit does not apply to
antennas tapes cassettes wires cables
records discs or other media that are
a used with electronic equipment that
reproduces receives or transmits audio
visual or data signals and
b in or upon a motorized vehicle",1500 on properti away from the resid premis use primarili for busi purpos howev this limit doe not appli to antenna tape cassett wire cabl record disc or other media that are a use with electron equip that reproduc receiv or transmit audio visual or data signal and b in or upon a motor vehicl,"1500 on property away from the residence 
 premise use primarily for business 
 purpose however this limit do not apply to 
 antenna tape cassette wire cable 
 record disc or other medium that be 
 a use with electronic equipment that 
 reproduce receive or transmit audio 
 visual or datum signal and 
 b in or upon a motorize vehicle","['1500', 'a', 'a', 'and', 'antenna', 'apply', 'audio', 'away', 'b', 'be', 'business', 'cable', 'cassette', 'datum', 'disc', 'do', 'electronic', 'equipment', 'for', 'from', 'however', 'in', 'limit', 'medium', 'motorize', 'not', 'on', 'or', 'or', 'or', 'or', 'other', 'premise', 'primarily', 'property', 'purpose', 'receive', 'record', 'reproduce', 'residence', 'signal', 'tape', 'that', 'that', 'the', 'this', 'to', 'transmit', 'upon', 'use', 'use', 'vehicle', 'visual', 'wire', 'with']","['1500', 'a', 'a', 'and', 'antenna', 'appli', 'are', 'audio', 'away', 'b', 'busi', 'cabl', 'cassett', 'data', 'disc', 'doe', 'electron', 'equip', 'for', 'from', 'howev', 'in', 'limit', 'media', 'motor', 'not', 'on', 'or', 'or', 'or', 'or', 'other', 'premis', 'primarili', 'properti', 'purpos', 'receiv', 'record', 'reproduc', 'resid', 'signal', 'tape', 'that', 'that', 'the', 'this', 'to', 'transmit', 'upon', 'use', 'use', 'vehicl', 'visual', 'wire', 'with']"
"250 on antennas tapes cassettes wires
cables records discs or other media that are
a used with electronic equipment that
reproduces receives or transmits audio
visual or data signals and
b in or upon a motorized vehicle",250 on antenna tape cassett wire cabl record disc or other media that are a use with electron equip that reproduc receiv or transmit audio visual or data signal and b in or upon a motor vehicl,"250 on antenna tape cassette wire 
 cable record disc or other medium that be 
 a use with electronic equipment that 
 reproduce receive or transmit audio 
 visual or datum signal and 
 b in or upon a motorize vehicle","['250', 'a', 'a', 'and', 'antenna', 'audio', 'b', 'be', 'cable', 'cassette', 'datum', 'disc', 'electronic', 'equipment', 'in', 'medium', 'motorize', 'on', 'or', 'or', 'or', 'or', 'other', 'receive', 'record', 'reproduce', 'signal', 'tape', 'that', 'that', 'transmit', 'upon', 'use', 'vehicle', 'visual', 'wire', 'with']","['250', 'a', 'a', 'and', 'antenna', 'are', 'audio', 'b', 'cabl', 'cassett', 'data', 'disc', 'electron', 'equip', 'in', 'media', 'motor', 'on', 'or', 'or', 'or', 'or', 'other', 'receiv', 'record', 'reproduc', 'signal', 'tape', 'that', 'that', 'transmit', 'upon', 'use', 'vehicl', 'visual', 'wire', 'with']"
"2500 on collectibles that have no intrinsic
monetary value but derive their value solely
from their desirability to collectors including but
not limited to sports cards campaign buttons
and similar political memorabilia comic books
movie posters plates and figurines",2500 on collect that have no intrins monetari valu but deriv their valu sole from their desir to collector includ but not limit to sport card campaign button and similar polit memorabilia comic book movi poster plate and figurin,"2500 on collectible that have no intrinsic 
 monetary value but derive their value solely 
 from their desirability to collector include but 
 not limit to sport card campaign button 
 and similar political memorabilia comic book 
 movie poster plate and figurine","['2500', 'and', 'and', 'book', 'but', 'but', 'button', 'campaign', 'card', 'collectible', 'collector', 'comic', 'derive', 'desirability', 'figurine', 'from', 'have', 'include', 'intrinsic', 'limit', 'memorabilia', 'monetary', 'movie', 'no', 'not', 'on', 'plate', 'political', 'poster', 'similar', 'solely', 'sport', 'that', 'their', 'their', 'to', 'to', 'value', 'value']","['2500', 'and', 'and', 'book', 'but', 'but', 'button', 'campaign', 'card', 'collect', 'collector', 'comic', 'deriv', 'desir', 'figurin', 'from', 'have', 'includ', 'intrins', 'limit', 'memorabilia', 'monetari', 'movi', 'no', 'not', 'on', 'plate', 'polit', 'poster', 'similar', 'sole', 'sport', 'that', 'their', 'their', 'to', 'to', 'valu', 'valu']"
"Property that is specifically insured and that is
separately described either individually or as a
class in this or any other insurance
12",properti that is specif insur and that is separ describ either individu or as a class in this or ani other insur 12,"property that be specifically insure and that be 
 separately describe either individually or as a 
 class in this or any other insurance 
 12","['12', 'a', 'and', 'any', 'as', 'be', 'be', 'class', 'describe', 'either', 'in', 'individually', 'insurance', 'insure', 'or', 'or', 'other', 'property', 'separately', 'specifically', 'that', 'that', 'this']","['12', 'a', 'and', 'ani', 'as', 'class', 'describ', 'either', 'in', 'individu', 'insur', 'insur', 'is', 'is', 'or', 'or', 'other', 'properti', 'separ', 'specif', 'that', 'that', 'this']"
"Motorized vehicles including
a equipment permanently attached
b equipment designed for use with a
motorized vehicle as a means of
transportation while located in or upon a
motorized vehicle or
c camper bodies slide–on campers or
camper shells while located in or upon but
not permanently attached to a motorized
vehicle",motor vehicl includ a equip perman attach b equip design for use with a motor vehicl as a mean of transport while locat in or upon a motor vehicl or c camper bodi slide–on camper or camper shell while locat in or upon but not perman attach to a motor vehicl,"motorize vehicle include 
 a equipment permanently attach 
 b equipment design for use with a 
 motorize vehicle as a means of 
 transportation while locate in or upon a 
 motorize vehicle or 
 c camper body slide – on camper or 
 camper shell while locate in or upon but 
 not permanently attach to a motorize 
 vehicle","['a', 'a', 'a', 'a', 'a', 'as', 'attach', 'attach', 'b', 'body', 'but', 'c', 'camper', 'camper', 'camper', 'design', 'equipment', 'equipment', 'for', 'in', 'in', 'include', 'locate', 'locate', 'means', 'motorize', 'motorize', 'motorize', 'motorize', 'not', 'of', 'on', 'or', 'or', 'or', 'or', 'permanently', 'permanently', 'shell', 'slide', 'to', 'transportation', 'upon', 'upon', 'use', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'while', 'while', 'with', '–']","['a', 'a', 'a', 'a', 'a', 'as', 'attach', 'attach', 'b', 'bodi', 'but', 'c', 'camper', 'camper', 'camper', 'design', 'equip', 'equip', 'for', 'in', 'in', 'includ', 'locat', 'locat', 'mean', 'motor', 'motor', 'motor', 'motor', 'not', 'of', 'or', 'or', 'or', 'or', 'perman', 'perman', 'shell', 'slide–on', 'to', 'transport', 'upon', 'upon', 'use', 'vehicl', 'vehicl', 'vehicl', 'vehicl', 'while', 'while', 'with']"
